,AGR,ALE,ATO,AVA,AWK,CNP,CWEN,DTE,DUK,EIX,ES,ETR,EVRG,EXC,HE,IDA,LNT,MDU,MGEE,MSEX,NEE,NEP,NEW,NFG,NI,NJR,NOVA,NWN,OGE,OGS,ORA,OTTR,PCG,PEG,PNM,POR,PPL,SJI,SJW,SO,SR,SWX,UGI,UTL,VST,WEC,WTRG,XEL,YORW
,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-27 00:00:00-04:00,52.58,61.06,91.77,40.56,173.22,26.315,33.79,113.84,102.76,62.21,85.57,103.11,63.76,51.98,40.67,103.95,56.51,30.66,75.65,107.055,85.01,84.0,0.7403,57.77,24.83,37.47,42.45,46.24,34.04,67.21,70.66,60.49,11.59,63.99,49.79,47.83,29.01,22.44,68.17,62.63,63.82,68.59,43.44,41.77,19.66,89.98,46.61,63.39,47.54
2021-10-28 00:00:00-04:00,53.3,61.48,92.9,40.49,175.28,26.3,34.88,114.38,102.49,62.84,85.65,102.78,64.17,52.75,40.69,104.24,56.83,31.09,76.16,109.04,86.4,86.42,0.6104,58.05,24.67,37.71,44.43,45.35,34.06,67.37,72.88,61.42,11.68,64.31,50.11,48.52,29.065,22.38,68.44,62.73,63.38,68.72,43.69,41.88,19.85,90.51,47.39,64.37,47.98
2021-10-29 00:00:00-04:00,52.69,61.55,92.13,39.8,174.1,26.03,35.48,113.35,102.0,62.92,84.94,103.03,63.74,53.2,40.56,104.32,56.575,30.72,75.82,110.33,85.29,86.31,0.5876,57.41,24.67,37.82,44.57,45.09,34.05,67.31,72.34,62.02,11.59,63.8,49.75,49.39,28.81,22.74,65.89,62.32,62.75,69.26,43.42,41.79,19.59,90.09,47.07,64.58,47.94
2021-11-01 00:00:00-04:00,52.58,63.19,93.04,40.64,173.65,26.285,36.31,112.97,102.31,63.28,84.75,103.49,63.93,53.9,41.22,106.99,56.87,31.1,76.93,101.06,85.59,87.2499,0.5441,58.79,24.82,38.8,44.0278,46.09,34.67,69.4,74.82,62.85,11.41,64.36,49.76,50.14,29.31,23.58,68.98,62.48,64.09,69.79,44.39,42.36,20.01,90.34,47.08,64.52,47.63
2021-11-02 00:00:00-04:00,52.62,62.99,93.78,40.1,176.6,26.19,35.46,113.09,102.46,63.54,84.55,103.84,63.88,53.78,40.71,105.77,57.08,30.88,75.86,100.75,85.43,87.51,0.5349,58.15,24.74,38.26,41.32,45.65,34.5,68.65,73.88,62.97,11.34,63.99,48.44,49.94,29.25,22.67,70.55,62.49,63.3,70.11,44.35,42.09,19.87,90.82,47.29,64.72,47.81
2021-11-03 00:00:00-04:00,51.59,63.39,93.37,40.54,168.01,26.29,35.56,113.27,102.5307,62.8,84.51,103.34,63.81,54.05,41.57,105.41,56.44,31.1,77.0,101.4,85.23,87.42,0.534,57.7,25.28,38.88,41.97,46.39,34.59,69.03,74.19,64.46,11.67,63.35,47.73,49.79,29.31,23.06,70.49,62.54,63.18,71.53,44.53,42.71,19.675,89.84,47.27,63.51,47.94
2021-11-04 00:00:00-04:00,51.16,64.13,93.65,39.72,168.77,26.5,36.8,113.4,101.02,63.06,83.82,102.9,63.72,54.11,41.14,103.83,55.61,28.46,77.38,101.67,84.76,86.96,0.6153,57.73,25.08,38.53,43.16,46.18,34.16,69.28,76.48,63.6,11.66,63.64,48.25,49.19,28.9,22.315,70.46,62.5,62.87,70.78,44.23,42.74,19.21,89.71,46.99,63.08,48.59
2021-11-05 00:00:00-04:00,51.45,65.21,94.0,40.28,169.61,26.67,37.53,114.16,101.69,64.04,84.39,104.24,64.91,54.14,41.33,105.05,56.38,28.8,79.03,103.38,85.52,86.28,0.66,59.38,25.31,39.11,41.97,47.04,34.61,69.25,75.3,65.775,11.65,64.22,48.525,50.34,28.73,22.69,72.8,63.1,63.34,71.16,44.64,43.34,20.505,90.87,47.63,63.8,49.58
2021-11-08 00:00:00-05:00,50.18,63.89,93.0,39.82,169.02,26.52,36.72,112.32,101.43,64.06,82.6,101.07,63.71,53.1,40.1,102.54,55.29,29.05,78.3,102.82,84.59,85.2,0.6261,59.46,25.08,38.72,42.72,45.72,33.99,68.97,78.14,65.47,11.6,62.16,48.79,49.27,28.68,22.85,72.46,62.615,61.45,68.87,44.38,42.88,19.74,88.95,47.46,62.75,48.92
2021-11-09 00:00:00-05:00,50.24,64.14,93.17,40.15,169.5,26.52,36.76,112.5,101.96,64.6,83.31,102.31,64.13,54.09,40.18,102.34,55.44,28.59,78.01,103.3,84.93,85.73,0.6147,59.29,25.03,38.72,42.36,45.25,34.1,68.49,80.14,66.23,12.19,62.16,48.95,49.33,28.75,22.99,72.03,63.345,61.65,68.0,44.6,43.15,19.34,89.79,47.26,63.59,48.97
2021-11-10 00:00:00-05:00,50.84,65.33,94.07,40.77,172.0,26.57,37.0,113.19,101.67,65.46,83.74,103.45,64.69,54.45,40.66,104.03,56.07,29.07,79.045,105.52,85.2,84.38,0.579999,58.9,25.31,38.83,40.79,45.69,34.32,68.81,78.82,66.92,12.395,62.71,48.84,50.12,28.77,23.27,72.73,63.85,63.18,70.78,44.76,43.43,19.44,90.65,47.34,64.38,49.14
2021-11-11 00:00:00-05:00,50.52,64.69,94.81,40.52,170.63,26.77,37.49,112.49,100.24,65.22,82.5,103.13,64.58,54.7,40.14,102.26,55.29,29.05,78.17,105.35,85.37,84.94,0.586,60.33,25.08,39.01,44.6,45.66,34.38,67.69,81.62,66.27,12.35,62.15,48.71,49.88,28.77,23.79,71.91,63.048,62.94,70.21,45.19,43.37,19.6,89.04,46.94,63.5,49.05
2021-11-12 00:00:00-05:00,50.43,64.02,95.44,40.23,170.74,26.6,37.4,111.96,99.9,64.25,81.96,101.63,64.49,54.39,39.95,102.34,55.3,28.9,77.83,105.46,86.31,85.93,0.5789,60.2,25.09,38.85,42.86,46.06,34.45,66.87,81.94,66.55,12.26,62.17,48.88,49.35,28.59,24.15,71.16,61.88,61.99,69.56,44.82,42.13,19.66,88.75,47.135,63.11,48.92
2021-11-15 00:00:00-05:00,51.03,64.49,96.23,40.52,172.73,26.96,37.91,113.2,100.62,64.6,83.52,105.03,65.6,54.78,40.56,104.62,56.26,29.19,78.82,105.52,87.34,87.34,0.5535,60.61,25.55,39.18,41.88,46.88,34.96,68.96,79.43,66.44,12.375,63.33,49.74,49.91,28.84,24.54,70.71,62.2,63.6,71.28,45.36,42.32,20.46,90.55,47.55,64.34,49.22
2021-11-16 00:00:00-05:00,50.93,63.68,94.58,40.29,170.77,26.78,37.76,112.82,99.08,63.82,83.35,105.29,65.4,54.25,40.03,106.97,56.01,28.85,78.61,106.42,86.99,86.73,0.5674,60.5,25.27,37.89,40.94,46.24,34.82,68.09,79.79,66.41,12.32,62.72,49.68,49.35,28.69,24.52,70.11,62.01,62.27,69.38,44.95,41.58,20.43,90.17,47.31,64.11,48.56
2021-11-17 00:00:00-05:00,51.34,63.26,93.88,39.91,170.79,26.71,38.44,112.75,98.98,64.45,83.78,105.78,65.73,53.57,39.91,106.22,56.09,28.76,74.06,107.44,87.8,87.31,0.5372,60.25,25.29,37.96,40.27,45.97,34.84,68.18,79.11,67.37,12.47,62.46,49.67,49.47,28.5,24.69,70.13,62.17,61.89,68.87,45.27,41.56,20.21,90.81,47.37,64.99,48.15
2021-11-18 00:00:00-05:00,51.01,62.7,92.62,38.97,171.52,26.42,38.18,111.39,98.37,64.6,83.2,105.48,65.09,53.55,39.27,106.38,55.25,28.26,74.16,107.44,87.61,87.26,0.5216,59.49,25.12,38.15,38.84,45.77,34.64,67.21,78.6,68.43,12.1,62.4,49.63,49.51,28.27,24.09,70.4,61.63,61.33,68.88,44.09,41.3,20.15,90.13,47.58,64.33,48.075
2021-11-19 00:00:00-05:00,51.15,62.59,94.94,38.81,173.38,26.55,38.66,111.14,98.41,64.91,83.86,105.95,65.6,53.59,39.57,108.68,56.78,28.46,75.34,110.38,88.31,87.5,0.5224,58.97,25.22,38.22,41.1,45.6,35.12,67.94,80.4,69.62,12.38,63.085,49.56,49.94,28.4,24.21,70.55,62.66,61.55,69.97,43.9,41.28,20.05,90.53,48.57,65.11,47.9
2021-11-22 00:00:00-05:00,51.68,63.21,95.61,39.51,174.61,26.63,38.96,112.9,100.25,64.89,84.68,107.29,66.45,53.96,40.0,109.2,57.87,28.8,76.53,111.095,87.35,87.62,0.4955,59.87,25.47,39.01,40.06,45.84,35.41,67.93,81.68,70.17,12.25,63.51,49.75,50.56,28.51,24.36,70.94,63.12,62.66,69.37,44.68,42.22,20.27,91.52,48.72,66.31,48.36
2021-11-23 00:00:00-05:00,52.01,63.6,95.3,39.46,173.03,26.61,39.17,112.25,100.74,65.52,85.2,106.27,66.19,54.38,40.05,108.88,57.85,29.21,77.79,109.83,87.31,86.99,0.4757,61.36,25.54,38.81,38.9,45.56,35.43,67.97,81.44,68.97,12.34,64.21,49.79,50.51,28.73,24.58,70.36,63.01,62.65,69.85,44.61,42.45,20.61,91.01,48.29,65.84,48.46
2021-11-24 00:00:00-05:00,52.22,62.98,95.01,39.41,173.46,26.77,39.08,112.15,100.18,66.15,84.94,106.39,65.54,54.52,39.89,108.2,57.62,29.32,77.27,106.66,87.21,87.67,0.49,61.86,25.48,39.2,38.13,45.62,35.39,68.6,80.37,69.01,12.46,64.61,49.76,50.55,28.66,24.65,69.01,63.1,62.83,70.23,44.91,42.86,20.62,90.69,48.01,65.58,47.78
2021-11-26 00:00:00-05:00,51.705,60.11,93.46,38.82,170.65,26.21,37.91,110.7,99.37,64.94,84.78,103.21,64.54,53.42,38.78,106.83,56.76,28.29,75.05,104.28,86.1,85.81,0.4669,60.25,25.0,37.56,36.58,44.34,34.56,66.08,76.53,66.54,12.24,63.64,49.65,49.57,28.2,24.27,66.56,62.09,61.52,69.25,44.16,41.54,20.16,89.23,47.25,64.79,46.15
2021-11-29 00:00:00-05:00,52.29,60.39,93.81,39.16,173.25,26.58,38.06,111.47,100.17,66.01,85.24,105.04,65.27,54.16,39.3,107.71,57.27,28.28,75.28,105.53,88.625,86.63,0.466,59.75,25.26,37.69,37.56,44.48,35.09,66.74,76.92,67.44,12.38,64.25,49.61,50.28,28.43,23.82,69.08,62.8,61.9,68.79,43.37,42.11,20.09,90.48,48.44,65.59,46.82
2021-11-30 00:00:00-05:00,50.62,58.62,90.34,38.5,168.53,25.91,37.33,108.31,97.0,65.28,82.29,100.34,63.31,52.73,37.98,104.62,54.78,27.24,72.36,102.7,86.79,85.02,0.439,57.8,24.52,36.77,36.98,43.1,34.34,64.75,75.51,65.39,11.87,62.49,49.24,48.68,27.82,23.5,67.27,61.11,59.85,65.81,41.24,41.35,19.88,86.93,47.27,63.74,46.99
2021-12-01 00:00:00-05:00,50.85,58.82,89.43,38.9,167.79,25.76,37.11,109.15,96.6,65.58,82.38,100.38,63.14,52.28,38.71,105.39,55.36,27.4,72.88,101.14,87.73,83.72,0.38075,58.05,24.39,37.35,35.13,43.25,34.51,64.49,76.54,65.25,11.74,62.41,48.19,48.96,27.87,23.5,67.75,61.1,59.64,64.99,41.31,40.89,20.55,87.68,47.2,64.22,46.18
2021-12-02 00:00:00-05:00,49.43,60.96,90.71,39.12,170.46,26.23,37.21,110.0,97.66,65.51,83.12,102.0,63.75,52.91,39.18,106.63,55.93,27.73,74.43,103.83,88.67,85.1,0.39,60.25,24.82,38.19,34.7,43.79,35.2,66.18,79.26,67.24,12.0,63.2,45.19,50.19,28.24,23.58,68.58,62.03,60.71,65.93,43.05,41.6,20.97,88.88,48.57,64.65,47.54
2021-12-03 00:00:00-05:00,50.4,61.21,92.77,39.25,171.64,26.94,36.92,111.9,99.88,66.6,85.3,103.26,64.89,52.75,39.14,106.93,56.96,28.12,75.86,102.91,88.03,84.55,0.346,60.57,25.1,38.46,32.72,44.55,35.94,66.53,77.4,67.11,11.81,63.45,45.25,50.47,28.66,23.89,68.76,62.82,61.74,66.72,43.1,41.94,20.69,91.18,48.48,65.17,46.73
2021-12-06 00:00:00-05:00,50.69,62.77,94.54,40.32,173.92,27.72,36.98,114.23,101.21,68.19,86.12,104.97,66.76,53.53,40.2,108.57,57.94,28.56,76.95,102.9,89.15,84.84,0.3444,61.68,25.69,39.71,32.84,46.06,36.66,69.63,79.69,67.55,12.53,63.74,45.61,51.23,29.21,24.54,69.61,64.65,63.86,70.81,44.24,44.41,20.91,92.27,49.91,65.17,47.87
2021-12-07 00:00:00-05:00,51.01,62.83,94.89,40.13,176.48,27.88,37.47,115.02,101.19,67.26,87.33,104.86,66.67,53.91,39.87,108.33,58.36,28.69,77.04,102.95,90.4,85.03,0.342,61.87,25.84,39.64,33.76,46.07,36.05,69.72,80.73,66.67,12.44,64.62,45.74,50.86,29.33,24.59,69.48,64.48,63.02,68.61,44.53,44.27,20.93,92.34,50.15,66.03,48.52
2021-12-08 00:00:00-05:00,50.95,62.87,94.4,40.44,176.76,27.63,36.99,114.53,100.86,66.84,87.35,105.5,66.93,53.41,40.46,108.96,58.33,28.65,77.0,103.13,90.31,85.12,0.3728,62.54,25.82,40.27,32.99,46.38,36.07,70.54,79.37,66.73,12.63,63.9,45.62,51.11,29.17,24.99,69.27,64.75,63.65,70.13,44.85,44.17,21.2,92.56,50.5,67.09,48.395
2021-12-09 00:00:00-05:00,49.19,62.25,95.25,40.31,175.82,27.54,35.75,115.2,100.32,66.51,87.53,106.25,66.42,53.14,40.31,108.76,58.14,28.63,76.45,100.28,89.92,85.88,0.362,62.07,25.84,39.74,32.02,46.54,35.83,70.7,77.97,66.31,12.49,63.73,44.94,50.65,28.6,24.62,68.73,64.58,62.69,68.48,44.49,44.05,20.89,92.8,50.16,66.8,47.39
2021-12-10 00:00:00-05:00,48.2,62.92,95.73,40.84,176.11,27.87,35.24,116.21,101.5,67.06,87.89,107.41,66.93,53.9,40.51,109.19,58.87,28.58,76.7,100.65,90.29,85.27,0.325,62.045,25.93,39.79,32.93,46.97,35.93,72.5621,77.69,67.37,12.34,63.78,45.55,50.76,28.73,24.63,68.84,65.08,63.15,68.75,45.75,44.39,21.03,93.47,50.43,66.49,47.28
2021-12-13 00:00:00-05:00,48.25,62.83,97.49,41.43,180.97,28.07,35.61,117.22,103.23,67.21,89.63,107.925,67.6,54.195,41.02,111.63,59.99,28.55,78.56,102.26,91.75,86.535,0.4189,61.61,26.27,40.06,32.54,47.2,36.35,73.48,80.94,67.38,12.27,65.46,45.2,50.93,28.96,24.86,69.71,66.355,63.16,68.47,45.32,44.3,20.74,95.13,50.97,67.48,48.5
2021-12-14 00:00:00-05:00,48.18,62.76,97.14,41.05,179.29,27.8,34.89,117.42,102.8,66.36,89.26,107.3,67.22,53.86,41.33,110.08,59.57,28.6,77.66,100.08,90.03,85.3,0.3402,62.63,26.21,39.31,29.02,46.35,36.33,72.59,77.8,67.36,12.165,64.53,45.24,50.67,28.83,24.44,68.71,65.99,62.35,68.43,44.77,44.64,20.77,94.78,50.78,67.39,47.11
2021-12-15 00:00:00-05:00,48.43,64.45,98.54,41.62,182.29,28.08,35.09,119.6,103.81,67.28,90.91,109.84,67.83,54.69,42.18,112.33,60.5,29.73,79.85,101.64,91.97,86.88,0.3359,63.14,26.6,40.37,30.62,47.66,37.04,74.37,78.94,69.66,12.27,65.57,45.56,51.83,29.27,25.16,70.4,66.74,63.54,69.37,45.11,45.63,20.7,97.0,51.4,68.83,48.43
2021-12-16 00:00:00-05:00,48.47,64.68,100.32,42.23,182.84,27.97,35.43,120.32,104.55,67.96,90.91,110.68,68.12,54.36,42.11,111.41,60.98,29.57,79.65,103.92,92.25,86.845,0.3251,62.25,26.91,39.78,27.46,48.42,37.03,75.18,78.42,68.26,12.23,65.61,45.09,52.57,29.47,25.17,70.89,67.56,63.35,69.78,44.95,45.54,20.93,98.34,50.91,68.96,48.26
2021-12-17 00:00:00-05:00,47.92,63.92,98.82,41.0,183.08,26.97,35.19,116.6,103.03,66.7,89.4,109.49,66.89,53.5,40.21,109.78,59.75,29.24,78.59,108.16,90.93,85.05,0.318,62.07,26.87,40.29,27.845,47.69,36.85,75.43,76.54,67.13,12.01,64.1,45.03,51.86,29.55,25.23,71.44,66.84,63.88,70.46,44.87,45.13,21.23,96.29,51.5,66.97,49.28
2021-12-20 00:00:00-05:00,48.07,63.66,99.32,40.75,182.62,27.0,34.15,117.15,103.69,67.13,89.67,109.47,66.91,53.42,40.39,110.18,59.94,28.81,78.48,109.1,89.95,83.1,0.3089,62.4,27.04,40.33,25.2,48.05,36.91,75.43,74.09,67.38,11.98,64.11,44.87,52.18,29.49,25.39,71.19,67.13,64.46,71.83,44.54,45.09,21.08,96.28,51.39,67.13,48.46
2021-12-21 00:00:00-05:00,47.95,64.26,99.48,40.39,181.25,27.31,35.26,116.5,103.03,67.24,88.98,109.25,66.28,53.94,40.51,109.42,59.4,29.24,78.09,110.66,90.45,83.56,0.3182,62.75,26.83,40.13,27.06,47.84,36.98,74.38,74.94,68.7,12.07,64.32,44.81,51.8,29.42,25.34,69.73,66.41,63.54,72.0,45.3,44.7,21.82,94.75,51.97,66.34,48.44
2021-12-22 00:00:00-05:00,48.36,64.43,102.12,41.23,183.44,27.47,35.92,116.69,103.16,67.63,89.35,109.95,66.64,54.39,40.66,109.81,59.6,29.42,79.34,113.51,90.8,83.16,0.3226,63.12,26.91,40.43,26.37,48.33,37.2,74.95,75.29,69.24,12.02,64.59,44.96,52.09,29.41,25.76,70.43,66.64,64.12,71.53,45.32,45.28,22.32,94.77,52.56,66.73,48.92
2021-12-23 00:00:00-05:00,48.82,64.61,102.72,41.28,182.03,27.52,35.79,116.82,102.97,67.66,89.44,110.09,66.76,54.49,40.31,109.23,59.54,29.49,78.77,112.54,90.69,82.86,0.3503,63.12,26.88,40.47,26.78,48.28,37.21,75.71,73.68,68.87,12.0,64.57,45.06,51.31,29.42,25.79,70.22,66.54,64.23,71.28,45.5,45.06,22.03,94.65,52.22,66.58,48.32
2021-12-27 00:00:00-05:00,48.45,64.95,104.05,41.3,183.61,27.58,35.82,117.9,103.31,67.63,89.23,110.84,67.48,54.8,40.69,110.27,60.0,29.8,79.41,113.71,91.34,83.3,0.3576,63.88,27.08,40.8,26.29,48.36,37.5,76.25,74.93,68.74,11.91,65.07,45.11,51.71,29.54,25.86,70.57,66.97,64.45,70.16,45.71,45.41,22.18,95.29,52.56,66.82,48.53
2021-12-28 00:00:00-05:00,49.35,65.66,103.43,41.31,186.15,27.85,35.55,118.75,104.58,68.21,90.09,111.91,68.31,55.63,41.25,111.43,60.69,30.38,79.43,113.72,91.89,83.19,0.3399,64.12,27.35,40.62,26.04,48.34,37.83,75.75,75.55,68.92,12.07,65.59,45.59,52.4,29.78,25.63,70.79,67.74,64.46,69.89,45.72,45.48,22.05,96.5,53.02,67.62,48.83
2021-12-29 00:00:00-05:00,49.94,66.21,104.85,41.87,187.44,27.95,35.61,119.4,104.77,68.44,90.61,112.45,68.52,56.65,41.45,112.45,61.11,30.75,80.14,116.63,91.99,82.4,0.526407,64.47,27.69,41.16,27.05,48.74,38.12,76.81,75.75,70.42,11.99,65.98,45.66,52.9,29.785,25.89,72.17,68.07,64.85,69.6,45.83,46.32,21.87,96.93,53.46,67.96,49.49
2021-12-30 00:00:00-05:00,50.23,66.13,104.48,42.35,187.98,27.83,35.72,119.3,104.78,67.63,91.14,111.65,68.45,57.35,41.61,113.05,61.47,30.75,81.36,118.91,92.78,83.42,0.4276,63.78,27.55,40.97,27.48,48.72,38.24,77.47,78.215,70.68,12.07,66.33,45.85,52.72,29.95,26.11,72.59,68.37,64.97,70.0,45.9,46.47,22.4,97.13,53.48,68.23,49.49
2021-12-31 00:00:00-05:00,49.88,66.35,104.77,42.51,188.85,27.91,36.03,119.56,104.9,68.25,91.0,112.64,68.6,57.81,41.49,113.35,61.48,30.82,82.18,120.4,93.37,84.42,0.3901,63.93,27.61,41.08,27.96,48.78,38.37,77.57,79.32,71.395,12.15,66.75,45.62,52.93,30.06,26.11,73.2,68.58,65.19,70.13,45.91,45.96,22.77,97.08,53.69,67.7,49.82
2022-01-03 00:00:00-05:00,49.64,66.41,105.02,42.27,184.13,27.62,35.96,119.18,103.49,67.49,89.13,111.4,68.17,57.1,41.25,111.87,60.87,30.67,81.1,119.07,91.7,83.74,0.386,63.96,27.54,40.86,28.8,48.74,37.98,77.14,78.51,69.6,12.215,66.16,45.43,52.62,30.14,26.27,72.75,68.18,65.25,68.83,45.64,45.64,22.74,96.09,53.13,67.95,49.21
2022-01-04 00:00:00-05:00,49.58,65.98,106.26,42.76,179.49,27.46,35.4,119.37,103.4,66.69,88.39,111.33,67.98,57.0,41.99,112.33,60.71,31.08,80.1,119.06,90.68,81.28,0.36,65.01,27.62,40.67,26.69,49.38,37.87,77.63,78.82,68.43,12.45,65.99,45.65,52.445,29.99,26.33,70.81,68.18,65.41,69.0,45.75,46.1,22.52,95.84,52.88,68.37,47.92
2022-01-05 00:00:00-05:00,49.94,66.85,106.59,42.6,178.12,27.39,33.97,119.29,103.64,65.19,89.25,111.52,67.51,56.97,41.99,112.42,61.26,30.9,80.64,118.57,89.73,79.31,0.3239,64.61,27.78,39.44,23.89,49.57,37.75,78.31,76.77,67.73,11.865,65.83,45.65,52.81,30.04,25.84,71.37,68.25,65.69,68.31,46.03,46.05,22.125,96.96,52.95,69.05,47.26
2022-01-06 00:00:00-05:00,49.63,67.76,105.76,42.64,175.26,27.65,34.15,119.58,103.46,64.61,88.925,109.65,67.25,56.74,42.15,113.03,61.03,31.01,80.93,116.7,85.78,77.92,0.3194,64.07,27.66,39.68,23.815,49.51,37.73,78.86,76.64,68.06,11.82,65.89,45.98,52.58,30.01,25.66,70.99,68.16,66.04,67.74,45.41,46.45,22.335,96.34,52.2,68.52,47.22
2022-01-07 00:00:00-05:00,50.13,67.7,105.27,42.98,173.51,27.65,33.86,119.69,104.5,65.0,89.67,112.13,67.55,56.64,42.74,113.63,60.99,31.46,80.84,112.31,86.42,79.1,0.35,64.81,27.87,40.02,23.95,49.77,37.53,78.97,75.98,67.63,12.2,67.0,45.95,53.27,30.26,26.05,70.44,68.64,66.53,68.12,44.83,47.01,22.71,97.21,52.18,69.1,46.53
2022-01-10 00:00:00-05:00,48.38,67.38,105.18,42.94,170.1,27.7,33.15,120.17,104.58,65.65,88.99,111.7,66.83,56.83,42.57,112.72,60.66,31.1,79.79,109.74,84.3,78.2,0.3278,62.73,27.78,39.59,23.89,49.36,37.53,79.29,75.56,65.76,12.235,66.27,46.14,53.13,30.23,25.89,69.345,68.53,66.55,67.84,45.135,46.53,22.46,96.91,51.71,69.87,45.98
2022-01-11 00:00:00-05:00,48.18,66.34,104.64,42.49,168.39,27.41,33.63,118.79,103.24,64.38,86.62,108.74,66.36,55.59,42.21,110.48,59.79,30.52,78.03,108.48,84.79,77.9,0.335,63.46,27.82,38.68,24.49,48.27,37.265,79.29,77.07,64.67,12.17,65.85,45.77,52.55,29.96,25.63,68.8,67.66,65.89,66.93,45.23,45.53,22.52,95.33,51.47,68.62,45.95
2022-01-12 00:00:00-05:00,48.25,65.65,104.18,42.68,169.19,27.43,33.42,119.22,103.62,64.43,87.48,109.25,66.68,55.99,41.91,110.32,60.15,30.28,77.49,106.77,85.1,76.71,0.3239,63.27,27.95,38.62,24.61,47.79,37.27,78.25,76.26,64.16,12.5,66.04,45.86,52.52,29.96,25.44,68.52,67.79,64.93,66.47,45.87,44.89,22.92,95.71,50.63,68.6,45.6
2022-01-13 00:00:00-05:00,48.53,66.09,105.975,43.23,168.1,27.56,33.0,119.87,104.19,64.09,88.07,110.64,66.74,56.49,42.29,110.82,60.64,30.35,78.26,104.7,84.9,77.1,0.318,62.56,28.34,38.73,24.06,48.4,37.57,79.34,75.91,64.07,12.75,66.29,46.02,53.15,30.005,25.53,68.66,68.36,66.05,65.95,45.82,46.37,22.62,97.29,50.67,69.01,46.1
2022-01-14 00:00:00-05:00,48.06,65.83,106.04,43.63,163.62,27.62,32.96,119.37,104.04,63.76,87.38,111.07,65.84,56.24,42.08,110.42,60.06,30.45,77.84,102.035,83.2,76.25,0.3084,63.97,28.34,39.22,23.59,49.82,38.0,80.43,76.53,64.25,13.01,65.25,46.19,53.205,29.96,26.04,68.18,68.65,66.76,65.73,46.26,46.51,22.59,96.25,49.41,68.97,45.7
2022-01-18 00:00:00-05:00,47.31,63.64,105.42,43.92,162.02,27.34,32.67,118.4,101.87,63.75,86.86,109.85,64.53,56.06,42.02,108.97,59.685,30.27,76.44,98.89,81.26,72.79,0.2901,63.09,28.17,39.14,22.48,48.77,37.72,80.22,75.77,62.51,12.72,65.23,45.26,52.64,29.89,25.79,67.2,68.02,66.62,65.78,46.32,45.59,22.45,95.76,48.46,68.39,45.01
2022-01-19 00:00:00-05:00,47.28,64.1,105.35,43.57,161.01,27.35,33.59,118.64,102.17,63.49,86.88,110.34,64.91,56.5,41.87,109.64,59.41,29.88,76.43,97.755,82.58,73.51,0.285,61.26,27.94,38.56,21.54,48.56,37.74,79.64,78.13,62.72,12.64,65.55,44.96,53.15,29.82,25.29,67.77,68.33,65.875,64.97,46.08,45.34,22.48,96.03,48.26,68.11,44.86
2022-01-20 00:00:00-05:00,46.24,63.97,105.02,44.07,162.6,27.21,33.38,118.33,102.28,63.37,86.67,109.97,64.25,56.98,42.37,109.8,59.73,29.56,76.24,99.0,83.5,73.77,0.2801,60.32,27.83,38.69,22.13,48.29,37.44,77.95,75.36,62.22,12.52,65.59,44.95,52.76,29.71,24.81,67.93,67.87,64.45,65.17,45.72,44.61,21.73,96.66,48.2,68.16,44.5
2022-01-21 00:00:00-05:00,46.12,63.72,104.59,43.76,161.33,27.33,32.88,118.45,102.98,62.96,87.1,109.41,64.12,56.76,42.11,109.3,59.78,28.98,76.79,97.89,82.59,73.09,0.26,59.14,27.51,38.28,20.3,47.53,37.3,77.32,73.33,62.98,12.24,65.43,45.31,52.5,29.66,24.38,68.32,67.81,64.23,63.63,45.2,45.12,21.72,97.0,48.12,68.22,44.695
2022-01-24 00:00:00-05:00,45.55,63.98,102.34,44.11,159.82,27.15,33.21,116.93,102.53,62.25,86.15,108.19,63.61,56.11,42.03,108.34,58.74,29.16,76.95,98.97,81.87,72.8,0.225,60.2,27.04,38.86,21.52,47.18,37.1,75.09,75.54,62.88,12.17,64.35,44.74,52.0,29.56,24.48,68.08,67.38,63.23,65.06,44.4,45.11,21.96,95.17,47.82,67.44,45.93
2022-01-25 00:00:00-05:00,45.08,62.66,103.91,44.33,157.0,27.28,33.06,117.63,102.33,61.8,85.57,107.68,62.91,55.46,41.89,107.53,58.31,29.01,76.19,103.68,75.11,70.82,0.2178,59.62,27.14,38.72,20.395,47.36,37.03,75.9,73.32,62.32,12.36,64.73,44.37,51.48,29.54,24.41,68.48,67.24,64.11,65.2,44.37,45.43,21.67,94.75,47.87,67.89,45.21
2022-01-26 00:00:00-05:00,44.83,62.74,103.65,44.13,155.44,27.32,33.18,118.11,101.97,62.11,84.65,107.17,62.98,55.7,41.47,107.09,58.1,29.0,75.42,100.32,72.48,72.65,0.1953,59.37,27.32,39.09,18.86,47.29,37.15,76.18,66.72,62.06,12.3,64.67,44.23,51.18,29.28,24.35,67.89,67.02,63.645,66.05,44.71,45.43,21.53,94.11,48.1,67.62,45.24
