,AGR,ALE,ATO,AVA,AWK,CNP,CWEN,DTE,DUK,EIX,ES,ETR,EVRG,EXC,HE,IDA,LNT,MDU,MGEE,MSEX,NEE,NEP,NEW,NFG,NI,NJR,NOVA,NWN,OGE,OGS,ORA,OTTR,PCG,PEG,PNM,POR,PPL,SJI,SJW,SO,SR,SWX,UGI,UTL,VST,WEC,WTRG,XEL,YORW
,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-28 00:00:00-04:00,50.01,68.76,100.3,45.82,154.38,23.94,29.06,136.58,98.6,58.37,85.45,106.8,63.26,44.62,42.56,99.74,55.3,33.05,73.13,81.05,77.11,74.29,4.05,50.24,25.61,41.59,39.09,53.77,33.2,78.93,74.74,46.36,10.79,62.4,49.89,49.61,29.0,24.88,65.79,64.36,74.49,69.27,43.64,57.47,16.8,94.69,46.57,69.82,49.83
2021-04-29 00:00:00-04:00,50.49,69.4,102.18,46.0,154.43,24.51,29.18,139.56,99.56,58.86,85.11,108.58,63.415,44.89,42.925,101.32,55.39,33.48,74.1,81.44,77.23,75.21,3.65,50.26,25.76,42.21,37.24,53.86,33.73,80.05,74.22,46.95,10.79,63.09,49.56,50.18,29.27,25.11,64.88,65.19,75.06,69.84,43.94,58.07,17.06,95.76,46.77,70.56,50.92
2021-04-30 00:00:00-04:00,50.9,70.36,103.59,46.02,155.99,24.49,28.69,140.07,100.71,59.45,86.21,109.3,63.96,44.94,43.06,102.44,56.18,33.47,74.81,82.02,77.52,74.54,3.58,49.62,25.99,41.91,35.29,53.94,33.56,80.45,72.4,47.25,11.315,63.18,49.3,50.85,29.13,24.68,65.56,66.185,75.36,69.75,43.71,57.66,16.87,97.13,47.13,71.32,51.64
2021-05-03 00:00:00-04:00,50.95,70.67,103.82,46.01,155.49,24.41,28.56,140.35,100.73,59.38,86.4,109.23,64.05,44.9,43.19,102.14,56.17,33.63,75.09,82.19,76.695,74.28,3.4,50.6,25.9,43.13,34.75,54.31,33.48,80.48,73.13,47.9,11.42,63.65,49.51,50.47,29.14,25.57,65.47,66.04,75.88,70.89,44.38,57.47,16.8,98.04,47.02,71.62,51.45
2021-05-04 00:00:00-04:00,51.65,70.9,103.57,46.03,155.31,24.56,28.445,140.67,100.79,59.59,86.18,109.18,64.29,44.73,43.72,102.23,56.54,34.04,74.52,80.575,75.69,72.49,3.2,50.45,25.9,42.86,31.68,54.04,33.4,79.78,69.89,48.19,11.34,63.13,49.53,50.39,29.09,25.34,64.66,66.43,75.89,70.27,44.21,56.32,16.29,97.86,46.92,71.86,49.84
2021-05-05 00:00:00-04:00,50.65,69.74,102.35,46.54,153.06,24.28,27.66,138.89,99.37,58.24,83.64,106.94,63.52,43.53,42.96,101.67,55.6,34.03,73.61,79.88,73.78,69.98,3.13,50.51,25.79,42.03,31.02,54.0,33.44,77.74,68.57,47.51,10.99,61.31,49.46,49.71,28.93,25.18,63.34,65.45,75.3,69.24,44.44,55.25,16.26,96.56,45.78,70.75,48.87
2021-05-06 00:00:00-04:00,50.96,70.45,103.29,47.16,153.11,24.39,27.35,141.33,100.54,58.91,84.38,107.63,63.71,44.48,43.45,102.72,56.57,34.0,74.37,79.94,74.01,69.2,2.99,51.24,25.76,43.01,31.34,54.65,34.0,78.09,70.16,48.57,10.935,62.57,49.66,50.27,28.84,25.45,64.28,66.05,76.44,70.18,44.92,56.1,16.07,97.97,46.32,71.55,48.64
2021-05-07 00:00:00-04:00,50.97,71.44,103.0,46.95,152.76,24.48,26.67,141.69,100.88,58.58,84.15,108.3,63.81,44.67,45.16,103.33,56.765,34.55,74.72,80.51,74.52,68.18,3.195,52.59,25.95,43.52,31.81,55.13,33.93,78.4,69.52,48.9,10.94,63.14,49.54,50.21,29.24,25.77,63.66,66.26,75.84,70.38,45.65,56.49,16.06,97.64,46.62,71.32,49.0
2021-05-10 00:00:00-04:00,51.68,71.15,103.5,47.35,156.0,24.5,25.85,144.15,103.69,59.02,85.41,109.1,64.04,44.52,45.35,103.77,57.94,34.46,74.62,81.09,74.79,67.23,3.01,52.93,26.48,43.43,27.67,55.32,34.09,79.14,66.15,48.5,10.88,63.28,49.45,50.38,29.48,25.76,62.56,66.31,77.3,71.83,46.22,56.69,16.0,99.2601,46.75,72.6,48.45
2021-05-11 00:00:00-04:00,51.39,70.63,101.29,46.62,153.63,23.97,25.34,142.23,103.65,58.63,83.99,107.04,62.45,44.44,44.24,102.34,56.98,34.16,73.91,80.41,74.07,65.68,3.1,52.54,25.82,43.36,28.66,54.7,33.42,78.23,66.96,48.58,10.9,62.25,49.36,49.6,29.35,25.85,63.47,65.81,76.56,70.66,45.79,55.25,16.32,96.44,46.69,71.04,48.52
2021-05-12 00:00:00-04:00,50.31,68.83,99.25,45.71,149.66,23.64,25.04,138.59,101.19,56.84,82.7,103.89,61.5,43.11,43.82,100.04,55.82,33.12,72.47,77.31,71.54,65.3,2.86,51.39,25.41,41.77,26.0,53.28,32.94,75.68,64.21,47.08,10.47,60.69,48.95,48.74,28.61,24.89,61.04,64.355,74.06,68.82,44.63,53.67,16.0,95.02,45.33,70.17,46.76
2021-05-13 00:00:00-04:00,51.72,70.05,100.59,46.78,151.99,24.47,25.47,140.25,102.98,58.3,84.7,106.06,62.83,44.41,44.52,101.79,56.88,34.2,74.98,79.04,72.62,64.97,2.58,52.18,25.75,43.11,26.79,55.03,33.84,76.9,64.89,48.24,10.64,62.13,49.16,49.69,29.03,25.72,62.94,65.7101,75.5,71.73,45.9,55.38,16.06,95.86,45.92,71.08,48.425
2021-05-14 00:00:00-04:00,51.99,70.42,100.43,46.84,152.81,25.01,26.37,141.14,103.05,58.41,85.14,107.18,62.68,45.09,44.68,101.81,56.77,34.47,74.95,79.65,73.11,66.76,2.74,52.33,25.74,43.19,28.75,54.72,34.41,75.8,66.2,48.325,10.8,62.52,49.19,49.68,29.26,25.75,62.93,65.11,75.5,69.86,45.94,55.62,16.39,96.2,46.4,71.73,48.52
2021-05-17 00:00:00-04:00,51.56,69.71,98.53,46.66,150.88,25.04,25.76,140.75,102.45,57.77,84.07,105.53,62.13,45.1,44.37,100.8,56.48,34.38,74.48,80.56,71.89,66.24,2.52,52.07,25.44,42.57,26.59,54.22,33.79,74.25,65.27,47.77,10.82,62.31,49.05,49.36,29.17,25.64,63.15,64.45,74.47,68.86,43.8,55.29,15.92,95.77,46.2,70.79,48.02
2021-05-18 00:00:00-04:00,51.53,69.36,99.16,46.76,151.07,24.7,25.58,137.84,102.49,57.58,84.26,105.53,62.29,45.64,44.3,101.14,57.59,33.9,74.56,80.71,72.29,64.79,2.45,52.02,25.24,42.33,26.53,54.46,33.525,73.85,65.97,47.45,10.79,62.1,48.82,49.31,29.32,25.75,63.24,64.15,73.73,67.72,43.76,55.59,16.15,95.39,46.26,70.81,48.02
2021-05-19 00:00:00-04:00,51.88,69.38,98.06,46.21,152.08,24.48,25.94,138.89,101.17,57.64,83.25,105.0,62.74,45.525,43.91,100.55,57.7,33.53,74.94,80.94,72.69,65.97,2.3,51.73,25.19,42.51,27.87,53.81,33.58,73.05,67.05,47.29,10.53,61.98,48.97,48.8,29.37,25.75,62.94,63.98,72.8,66.48,43.84,55.49,16.53,94.87,46.4,70.57,47.97
2021-05-20 00:00:00-04:00,52.29,69.87,98.31,45.63,154.48,24.71,26.34,140.33,102.26,57.68,83.76,105.76,61.9,45.74,43.8,100.69,57.76,33.58,75.01,80.64,74.31,66.76,2.35,51.59,25.31,42.5,29.06,53.69,33.61,73.61,67.17,47.39,10.41,62.56,49.01,48.89,29.34,25.96,63.52,64.07,72.91,66.96,44.21,55.1,16.47,95.52,46.87,71.58,48.54
2021-05-21 00:00:00-04:00,52.8,70.15,98.17,45.96,155.14,24.72,26.69,140.69,102.85,58.17,84.09,106.65,62.52,45.85,44.11,100.817,58.12,33.89,75.53,80.71,74.45,68.79,2.54,51.84,25.43,42.71,28.94,53.02,33.7,74.0,67.26,47.52,10.29,63.02,49.11,49.22,29.5,26.1,64.19,64.39,72.72,66.25,44.54,55.47,16.68,96.23,47.02,72.06,49.12
2021-05-24 00:00:00-04:00,52.93,70.17,98.4,46.14,154.88,25.03,26.71,142.17,102.31,58.37,83.29,106.8,62.63,46.03,43.74,100.5,58.07,34.09,75.71,80.86,74.03,68.06,1.9692,52.45,25.57,43.29,28.41,53.47,33.9,74.33,69.3,47.9,10.59,63.48,49.03,49.17,29.45,26.48,64.37,64.42,73.1,66.56,44.82,55.17,16.65,95.36,47.5061,71.68,49.52
2021-05-25 00:00:00-04:00,52.19,68.69,98.26,45.39,154.92,24.94,26.65,138.74,101.31,55.75,82.34,105.93,61.43,44.92,42.9,98.81,57.61,33.63,74.06,84.76,73.37,67.59,1.91,51.14,25.34,42.29,27.88,52.83,33.73,74.35,68.38,46.97,10.07,62.17,49.0,48.07,29.12,25.96,63.41,64.08,71.88,66.61,44.91,55.1,16.185,94.23,47.26,71.25,49.28
2021-05-26 00:00:00-04:00,52.62,69.32,98.62,45.24,154.97,25.11,26.97,137.82,101.11,56.11,81.5,105.36,61.38,45.17,42.96,98.37,57.52,33.76,74.9,84.86,73.49,67.76,1.77,51.81,25.46,42.67,28.97,53.34,34.34,74.92,70.32,47.67,10.02,62.305,49.07,48.14,29.16,26.33,65.37,63.71,72.39,66.61,44.92,55.52,16.22,94.0,47.6,71.0,50.61
2021-05-27 00:00:00-04:00,52.54,68.67,99.22,44.86,153.43,25.09,27.22,137.95,100.02,55.44,81.17,104.84,61.31,44.59,42.55,97.61,56.78,33.56,74.99,84.86,72.945,68.67,2.159,51.41,25.52,42.54,29.17,52.92,34.57,74.76,70.02,47.82,9.93,62.02,48.97,47.715,29.06,26.28,64.54,63.64,71.75,65.95,45.35,55.82,16.06,93.32,47.63,70.3,50.29
2021-05-28 00:00:00-04:00,52.67,68.88,99.17,45.35,155.04,25.3,26.81,138.0,100.25,55.88,81.19,105.26,62.0,45.12,43.06,97.95,57.15,33.67,75.0,86.2,73.24,68.36,1.92,51.88,25.51,42.76,29.2,52.87,34.52,74.32,69.05,47.97,10.14,62.13,49.1,47.94,29.12,26.66,64.41,63.93,71.67,66.02,46.06,54.84,16.19,93.91,47.83,70.88,50.33
2021-06-01 00:00:00-04:00,52.4,68.76,99.43,45.22,154.28,25.1,26.71,138.06,100.08,55.59,79.9,104.56,61.47,45.14,42.82,97.64,56.99,33.7,74.91,85.68,72.12,68.54,2.0,52.98,25.44,43.08,28.67,53.19,34.24,74.49,69.34,48.33,10.13,62.02,49.08,47.79,29.0,27.11,64.2,63.43,72.16,67.17,46.17,55.71,16.45,92.99,47.43,70.0,50.06
2021-06-02 00:00:00-04:00,53.14,68.71,100.46,45.15,155.44,25.1,26.385,137.43,100.7,56.1,80.73,104.69,61.79,45.19,43.06,98.08,57.61,33.675,75.12,85.07,72.72,68.64,1.96,53.1,25.55,43.31,28.22,53.58,34.04,74.82,69.03,48.25,10.23,61.67,48.85,48.13,28.96,27.26,63.91,63.91,72.58,66.77,46.39,55.65,16.77,93.19,47.17,70.24,50.07
2021-06-03 00:00:00-04:00,53.32,69.36,101.15,45.0,155.99,25.39,26.47,137.68,101.64,56.245,82.19,105.85,62.51,45.77,43.27,98.49,58.13,33.97,75.69,85.88,72.37,68.47,1.85,53.64,25.48,43.72,27.78,54.09,34.23,75.5,68.78,49.05,10.43,61.69,48.9,48.92,29.02,27.56,64.18,64.45,72.79,67.06,46.69,56.48,17.38,93.88,47.17,70.48,50.585
2021-06-04 00:00:00-04:00,53.37,69.38,100.71,44.75,156.44,25.39,26.5,137.34,101.48,56.47,82.04,105.93,62.73,45.6,43.37,98.56,58.11,33.8,75.62,85.8,72.32,68.73,1.81,53.63,25.485,43.66,28.46,53.76,34.33,75.21,68.64,48.67,10.38,61.27,48.96,48.95,28.99,27.4,63.6,64.36,72.09,66.48,46.59,56.41,17.4,93.6,47.35,70.09,50.74
2021-06-07 00:00:00-04:00,53.81,69.37,100.97,44.71,157.48,25.57,27.11,137.84,101.85,56.22,82.1,106.55,62.68,45.86,43.34,98.24,58.12,33.72,75.62,87.86,72.46,70.49,1.76,53.92,25.51,43.655,29.15,54.47,34.22,75.62,69.04,48.91,10.3,60.86,48.965,48.87,29.08,27.57,63.71,64.66,72.47,66.34,47.42,56.06,17.6,93.56,47.54,70.13,51.53
2021-06-08 00:00:00-04:00,53.57,69.26,100.28,44.81,156.81,25.46,26.9,137.5,100.59,56.81,81.16,106.19,62.59,45.75,43.4,98.29,57.59,33.58,75.39,87.79,72.13,71.09,1.86,54.18,25.42,43.62,30.62,54.32,34.04,75.55,71.03,49.14,10.23,61.02,48.95,49.07,28.91,27.72,63.375,63.44,73.08,66.27,47.89,56.23,18.15,91.93,47.24,68.79,52.0
2021-06-09 00:00:00-04:00,54.53,69.88,101.14,44.85,157.57,25.77,27.56,138.99,101.39,56.89,82.56,107.62,63.34,46.36,44.33,99.58,58.31,33.36,75.5,87.01,72.46,72.24,2.15,54.54,25.62,43.79,30.15,54.9,34.48,76.65,70.23,49.62,10.27,61.14,48.96,49.6,28.99,27.73,64.04,63.63,73.91,67.19,47.86,57.16,18.28,92.92,47.51,69.35,52.63
2021-06-10 00:00:00-04:00,55.03,70.13,101.24,45.23,159.67,25.95,27.93,138.18,101.72,57.49,83.09,108.65,64.01,46.72,44.5,100.12,58.55,33.08,75.55,86.22,73.51,74.08,2.2,54.84,25.74,43.66,31.72,54.77,34.89,77.62,70.84,49.41,10.5,61.63,49.15,49.88,29.08,27.68,64.33,63.88,74.66,66.97,47.58,56.75,18.165,93.12,47.99,69.64,51.67
2021-06-11 00:00:00-04:00,54.97,70.49,101.74,44.94,160.38,26.155,28.35,138.59,101.93,57.98,82.8,108.94,64.18,46.91,44.81,100.89,58.58,33.34,76.76,86.92,73.49,74.21,2.06,55.18,26.0,44.15,31.82,55.18,35.46,77.52,71.03,49.89,10.5,61.8,49.17,49.85,29.34,27.95,65.6,63.85,75.69,67.68,47.76,56.8,18.64,92.89,48.85,69.55,52.41
2021-06-14 00:00:00-04:00,55.25,70.25,101.11,44.93,160.48,25.98,27.58,138.37,102.55,58.72,82.56,108.88,63.93,47.12,44.33,100.87,58.57,32.88,76.08,86.99,73.33,75.5,2.03,54.34,26.02,43.57,32.13,55.09,35.25,77.16,69.95,49.6,10.64,61.86,48.99,50.01,29.265,27.18,65.67,63.8,75.42,66.79,47.03,56.65,18.39,92.72,48.62,69.08,52.29
2021-06-15 00:00:00-04:00,55.1,70.54,100.99,45.47,161.79,25.99,27.56,137.62,103.22,58.6,83.78,109.26,64.53,47.12,44.46,101.55,58.76,32.83,76.99,86.4,73.43,73.52,1.99,54.75,26.16,43.41,31.99,55.29,35.21,77.61,67.75,49.76,10.54,62.35,49.02,50.22,29.31,27.24,66.43,64.33,75.64,66.95,47.12,57.36,18.42,93.11,49.12,69.2,52.23
2021-06-16 00:00:00-04:00,53.73,69.8,100.59,45.18,158.4,25.525,27.31,135.54,101.8,57.79,82.0,107.39,64.22,46.21,43.77,101.68,57.57,32.56,76.72,86.15,73.32,73.42,1.84,54.05,25.81,42.91,33.27,55.04,34.78,77.88,67.75,49.14,10.225,61.23,48.99,49.47,28.69,26.92,65.9,62.98,76.3,66.28,46.62,56.28,18.13,91.9,48.09,67.77,51.53
2021-06-17 00:00:00-04:00,53.27,69.37,100.34,44.78,162.2,25.34,27.66,134.52,102.43,56.98,82.73,107.6,64.49,45.99,43.51,102.02,58.13,31.54,76.58,87.21,74.57,75.25,1.71,53.05,25.88,42.68,35.55,54.7,34.53,78.07,68.17,49.29,10.25,61.2,48.91,49.16,28.6,27.47,66.32,63.37,76.01,65.79,46.77,56.43,18.15,92.38,48.79,68.34,50.48
2021-06-18 00:00:00-04:00,51.23,66.51,97.87,43.32,157.54,24.63,26.61,131.83,99.62,55.58,79.92,103.4,62.55,44.52,41.94,99.06,56.32,30.65,73.86,84.26,73.28,74.23,1.77,51.5,25.01,40.94,34.43,52.14,33.42,74.6,65.24,47.46,10.205,59.325,48.8,47.34,27.59,26.14,63.49,61.46,72.5,63.25,45.31,53.93,17.49,89.42,46.6,66.54,47.03
2021-06-21 00:00:00-04:00,52.35,68.44,99.06,44.4,161.34,24.95,26.63,132.91,101.29,56.11,80.71,104.49,63.7,44.71,42.96,100.67,57.33,31.42,75.71,85.67,74.34,74.25,1.73,52.48,25.38,42.19,34.24,53.29,34.32,75.71,67.67,48.83,10.27,60.05,48.91,48.21,28.11,26.73,64.53,62.49,74.72,64.53,46.27,54.52,17.92,90.69,47.5,67.14,48.07
2021-06-22 00:00:00-04:00,52.03,68.19,98.41,44.42,159.73,24.78,26.63,131.77,100.4,55.66,80.24,103.22,61.85,44.34,42.49,99.38,57.23,31.01,75.14,84.21,74.1,74.7,1.7,52.35,25.15,41.49,35.39,52.76,34.03,74.74,67.5,48.54,10.11,59.65,48.79,47.93,27.99,26.4,64.39,62.07,71.17,63.5375,45.48,54.3,17.89,90.19,46.79,66.75,46.84
2021-06-23 00:00:00-04:00,51.51,67.73,97.35,43.32,156.36,24.7,26.85,130.55,99.23,54.97,78.74,101.38,61.09,44.16,41.74,97.5,56.76,30.84,74.62,82.06,73.35,74.34,1.78,52.23,24.86,41.1,37.66,51.64,33.82,73.6,67.58,47.89,10.05,59.185,48.42,47.23,27.79,26.47,63.55,61.46,70.37,63.17,46.45,53.76,17.75,88.97,46.02,66.22,46.49
2021-06-24 00:00:00-04:00,51.67,68.55,97.47,43.35,154.83,24.51,26.73,130.24,99.07,55.27,79.3,100.97,61.38,44.24,42.17,97.89,56.43,31.49,75.13,82.89,72.89,72.68,1.87,52.67,24.83,41.43,35.31,51.93,33.77,73.86,68.41,48.37,10.0,59.36,48.49,46.76,27.92,26.8,64.84,60.98,71.08,63.65,46.83,54.26,18.25,89.08,46.15,66.26,46.07
2021-06-25 00:00:00-04:00,52.27,69.97,98.92,43.56,155.21,24.71,26.66,131.31,99.71,57.0,80.26,101.59,61.67,44.64,42.8,100.03,57.14,31.93,75.98,82.64,73.86,72.71,1.85,53.88,25.11,40.22,35.9,53.3,34.38,75.49,68.98,48.98,10.17,59.85,48.41,47.89,28.31,26.84,65.27,61.535,73.14,64.56,47.31,54.51,18.39,90.09,46.82,67.11,46.41
2021-06-28 00:00:00-04:00,52.4,70.41,98.74,43.5,157.35,24.63,27.13,131.01,99.99,57.62,81.46,102.32,61.74,44.87,42.53,99.51,57.11,31.54,75.4,83.64,75.14,74.52,1.86,53.2,25.17,39.71,39.16,53.06,34.17,75.95,70.2,48.36,10.35,60.27,48.68,47.56,28.25,26.49,64.12,61.49,72.95,65.5,46.91,54.46,18.81,90.96,46.88,67.04,46.5
2021-06-29 00:00:00-04:00,51.74,69.41,96.39,42.87,155.42,24.49,26.84,129.48,98.12,57.49,80.13,100.49,60.64,44.58,41.845,97.45,55.74,31.02,74.11,82.28,74.09,74.94,1.84,51.72,24.64,39.57,37.8,52.61,33.68,74.99,69.16,48.23,10.1,59.48,48.8,46.43,27.77,26.18,63.2,60.46,72.31,65.09,46.52,53.43,18.39,88.99,46.12,65.72,45.68
2021-06-30 00:00:00-04:00,51.43,69.96,96.07,42.68,154.15,24.52,26.49,129.58,98.69,57.82,80.22,99.69,60.43,44.31,42.28,97.5,55.75,31.34,74.44,81.72,73.25,76.37,1.79,52.26,24.49,39.59,37.67,52.51,33.64,74.19,69.56,48.81,10.175,59.73,48.77,46.06,27.96,25.93,63.29,60.51,72.25,66.18,46.3,52.97,18.55,88.94,45.7,65.88,45.25
2021-07-01 00:00:00-04:00,51.48,70.65,97.005,43.0,155.62,24.73,26.47,111.88,99.56,57.9,79.88,101.56,61.4,45.0,42.54,98.31,56.28,31.64,75.22,82.7,74.19,76.32,1.78,52.8,24.81,40.53,37.61,52.87,33.99,74.69,70.13,48.89,10.35,60.25,48.82,46.55,28.27,26.41,63.71,61.48,73.04,66.86,46.78,53.56,18.88,90.21,46.49,67.03,45.79
2021-07-02 00:00:00-04:00,51.66,69.86,97.12,42.56,156.88,24.9,26.45,111.7,99.52,57.03,80.7,101.82,61.59,45.13,42.4,97.64,56.42,31.51,74.49,82.96,74.3,76.99,1.69,52.47,24.84,40.09,38.29,52.52,34.23,74.51,69.64,48.33,10.42,60.09,48.85,46.26,28.26,26.29,63.97,61.55,72.82,66.96,46.61,53.4,19.04,90.02,47.24,66.81,45.58
2021-07-06 00:00:00-04:00,51.66,68.83,97.07,42.58,159.93,24.89,26.42,112.29,99.83,57.37,81.02,102.3,61.73,44.88,42.35,97.63,56.39,31.18,74.28,82.28,75.12,77.53,1.61,51.92,24.88,39.71,39.18,52.1,33.96,73.68,68.98,48.0,10.5,60.3,48.9,46.21,28.165,26.1,64.33,61.64,72.11,66.05,45.93,53.48,18.33,90.71,47.49,67.07,45.34
2021-07-07 00:00:00-04:00,52.02,69.06,97.94,42.7,163.44,25.01,26.79,113.98,100.35,57.67,82.72,102.81,61.83,45.13,42.34,99.13,56.84,31.34,75.32,83.43,75.33,77.02,1.44,52.07,25.035,40.17,37.71,52.21,34.11,73.93,69.79,48.32,10.365,60.85,48.875,46.44,28.16,26.26,65.37,61.71,72.22,67.64,46.59,52.96,19.395,91.8,48.24,67.68,45.47
2021-07-08 00:00:00-04:00,51.71,68.39,97.67,42.19,161.65,25.26,26.47,114.23,100.59,57.52,82.62,102.32,61.84,44.95,41.94,98.09,56.84,30.84,75.6,82.81,75.15,75.71,1.34,52.09,24.96,39.83,35.99,51.32,33.97,73.1,68.3,48.13,10.16,60.52,48.78,45.7,28.15,26.1,64.57,61.5527,71.48,67.21,46.0,52.65,18.77,92.19,47.52,67.51,44.73
2021-07-09 00:00:00-04:00,52.47,69.32,98.53,42.52,162.22,25.47,26.9,115.6,100.65,58.28,82.63,102.93,61.79,44.91,42.51,99.33,56.77,31.23,76.19,84.16,75.0,75.28,1.41,52.15,25.16,40.18,36.43,52.0,33.94,72.93,69.61,48.67,10.38,60.49,48.68,46.42,28.44,26.37,64.86,61.46,72.17,68.45,46.54,53.16,19.33,91.87,47.93,67.7,44.67
2021-07-12 00:00:00-04:00,52.74,69.31,99.45,42.56,162.93,25.21,26.64,116.0,101.53,58.2,82.5,103.04,61.91,45.3,42.53,99.39,56.95,31.43,75.98,85.23,75.11,75.41,1.34,52.32,25.25,40.45,37.65,52.36,33.95,73.64,69.33,48.85,10.21,60.7,48.69,46.3,28.365,26.42,65.31,61.8128,72.71,69.23,46.74,53.18,19.31,92.39,47.56,67.85,44.82
2021-07-13 00:00:00-04:00,52.81,69.02,98.84,41.82,162.23,24.69,26.44,114.91,101.53,57.32,82.93,101.67,61.5,44.789,41.76,98.29,56.53,31.11,75.165,96.88,74.88,74.44,1.42,51.62,24.97,39.66,37.24,51.97,33.28,73.26,69.85,48.81,10.01,59.82,48.56,46.12,27.93,25.94,65.32,61.34,72.1,68.75,45.73,52.46,18.83,91.9,47.08,67.57,44.93
2021-07-14 00:00:00-04:00,53.19,70.11,99.42,41.97,163.15,24.78,26.24,114.9,102.73,57.24,84.03,102.54,62.3,45.14,41.99,99.59,57.24,31.27,75.77,90.8,75.7,75.5,1.34,51.68,25.18,39.52,34.43,52.16,33.47,73.51,69.88,49.22,9.92,60.4,48.54,46.64,28.07,25.92,65.59,61.91,72.08,69.58,45.94,52.89,18.8,93.17,47.12,68.1,45.29
2021-07-15 00:00:00-04:00,53.52,70.85,100.81,42.74,166.09,25.33,26.23,115.78,103.94,57.62,86.09,103.63,63.23,45.73,43.18,102.44,57.82,31.24,77.15,90.94,76.82,75.28,1.24,51.29,25.55,39.68,33.6,52.87,34.01,74.2,68.56,50.3,9.97,61.19,48.66,47.45,28.21,25.7,66.42,62.67,73.63,70.62,46.21,53.29,18.83,94.75,47.65,68.72,45.85
2021-07-16 00:00:00-04:00,53.78,70.86,101.23,42.98,168.32,25.6,26.19,117.05,104.76,58.01,87.35,104.71,64.57,45.99,42.91,103.74,58.55,31.36,78.07,95.0,77.9,74.39,1.21,50.79,25.74,39.29,33.19,52.96,34.22,74.58,69.25,50.51,9.79,61.75,48.69,47.87,28.58,25.56,67.51,63.11,73.42,71.01,46.09,53.03,18.81,95.43,48.25,69.13,47.45
2021-07-19 00:00:00-04:00,52.13,68.71,99.01,42.9,167.35,24.88,25.72,113.92,103.91,56.19,86.24,101.65,64.12,45.33,42.62,102.79,58.06,30.48,76.29,94.21,77.0,72.56,1.14,49.85,24.97,37.95,33.64,51.66,33.32,73.06,65.75,49.26,9.21,60.22,48.72,47.35,28.01,24.94,66.57,62.81,70.74,69.42,45.03,51.62,17.79,94.23,47.44,68.27,47.01
2021-07-20 00:00:00-04:00,52.37,70.32,99.49,43.52,166.74,25.24,26.38,116.15,103.77,56.89,85.95,102.33,64.01,46.05,43.24,104.34,58.32,31.29,77.1,95.9,77.17,74.6,1.2,50.71,25.17,39.22,35.02,52.34,33.89,73.63,68.3,50.12,9.42,60.67,48.75,47.85,28.2,25.25,67.18,62.95,71.0,70.99,46.19,52.14,18.2,93.82,47.93,68.16,47.72
2021-07-21 00:00:00-04:00,51.49,69.73,98.26,42.89,163.44,25.18,27.3,115.04,103.18,56.21,83.77,101.15,63.87,45.84,42.68,102.83,57.43,31.23,76.53,95.65,75.86,75.52,1.25,50.75,24.79,38.94,36.44,51.85,33.46,73.4,69.31,49.48,9.48,60.05,48.62,47.53,28.09,25.12,66.68,62.81,70.54,70.43,45.62,52.47,18.33,92.1,47.48,67.05,47.48
2021-07-22 00:00:00-04:00,51.5,68.58,97.7,42.66,164.43,25.04,27.97,114.88,102.93,55.89,84.81,100.9,64.13,46.01,42.68,102.89,57.56,31.08,75.7,95.11,76.05,74.94,1.27,50.47,24.87,38.6,35.54,51.06,33.21,72.41,68.09,48.8,9.32,60.22,48.55,47.21,28.07,24.97,66.25,62.99,68.78,69.41,45.39,51.85,18.84,92.46,47.42,67.24,47.09
2021-07-23 00:00:00-04:00,51.8,69.63,99.45,43.15,167.14,25.18,28.04,116.36,104.47,56.25,86.22,102.75,65.07,46.53,43.195,104.74,58.6,31.45,77.0,96.2,77.22,74.3,0.83,51.14,25.21,39.28,34.83,51.92,33.63,73.95,68.79,49.75,9.22,61.23,48.7,48.48,28.25,25.56,67.85,63.86,70.3,70.73,46.17,52.29,19.1,94.03,48.65,68.27,47.6
2021-07-26 00:00:00-04:00,51.82,70.39,99.52,43.33,166.19,25.36,27.99,115.85,104.58,55.49,85.82,103.78,65.15,46.4,43.21,104.4,58.62,31.38,76.74,96.47,76.9,74.42,0.64,51.62,25.24,39.48,33.79,52.85,33.74,73.85,68.43,49.93,8.7553,61.56,48.61,48.35,28.38,25.92,67.9,63.72,70.86,70.23,46.18,52.73,19.11,94.17,48.78,68.3,47.53
2021-07-27 00:00:00-04:00,52.86,70.92,101.11,43.32,170.23,25.7,28.08,118.72,106.37,57.17,87.62,105.34,66.3,47.24,43.69,105.32,59.74,31.51,78.21,98.48,77.86,75.72,0.677,52.43,25.6,39.71,33.95,53.84,34.22,75.72,69.61,50.323,8.99,62.85,48.37,48.9,28.75,26.06,68.09,64.55,71.88,71.17,46.55,53.11,19.27,96.5,49.54,69.45,47.71
2021-07-28 00:00:00-04:00,52.49,71.24,100.3,43.68,170.3,25.64,28.5,117.65,105.64,56.83,86.36,104.28,65.2,46.98,43.77,105.6,59.37,32.01,78.17,99.47,77.84,77.1,0.7298,52.0,25.5,39.49,35.45,53.84,33.96,75.11,71.32,50.73,9.14,62.5,48.37,49.21,28.58,25.71,67.88,63.99,71.74,70.39,46.33,53.3,19.46,94.44,49.74,68.71,48.03
