Date,Close
1993-01-29,25.62734603881836
1993-02-01,25.809589385986328
1993-02-02,25.864295959472656
1993-02-03,26.1377010345459
1993-02-04,26.2470760345459
1993-02-05,26.22884178161621
1993-02-08,26.22884178161621
1993-02-09,26.046571731567383
1993-02-10,26.083026885986328
1993-02-11,26.210617065429688
1993-02-12,26.010116577148438
1993-02-16,25.353940963745117
1993-02-17,25.33571434020996
1993-02-18,25.317480087280273
1993-02-19,25.408626556396484
1993-02-22,25.499759674072266
1993-02-23,25.481531143188477
1993-02-24,25.809589385986328
1993-02-25,25.864295959472656
1993-02-26,25.900760650634766
1993-03-01,25.82784652709961
1993-03-02,26.210617065429688
1993-03-03,26.319978713989258
1993-03-04,26.17415428161621
1993-03-05,26.10124397277832
1993-03-08,26.68451690673828
1993-03-09,26.5933895111084
1993-03-10,26.6480712890625
1993-03-11,26.575159072875977
1993-03-12,26.301748275756836
1993-03-15,26.429357528686523
1993-03-16,26.429357528686523
1993-03-17,26.265300750732422
1993-03-18,26.429357528686523
1993-03-19,26.38934326171875
1993-03-22,26.242841720581055
1993-03-23,26.29777717590332
1993-03-24,26.29777717590332
1993-03-25,26.462600708007812
1993-03-26,26.316078186035156
1993-03-29,26.425968170166016
1993-03-30,26.499221801757812
1993-03-31,26.480918884277344
1993-04-01,26.38934326171875
1993-04-02,25.839954376220703
1993-04-05,25.968130111694336
1993-04-06,25.894893646240234
1993-04-07,25.986446380615234
1993-04-08,25.949831008911133
1993-04-12,26.316078186035156
1993-04-13,26.37103271484375
1993-04-14,26.334415435791016
1993-04-15,26.334415435791016
1993-04-16,26.334415435791016
1993-04-19,26.224517822265625
1993-04-20,26.09633445739746
1993-04-21,26.078014373779297
1993-04-22,25.748380661010742
1993-04-23,25.638504028320312
1993-04-26,25.437047958374023
1993-04-27,25.71175765991211
1993-04-28,25.656814575195312
1993-04-29,25.76668930053711
1993-04-30,25.803333282470703
1993-05-03,25.968130111694336
1993-05-04,26.059717178344727
1993-05-05,26.13295555114746
1993-05-06,26.041393280029297
1993-05-07,25.986446380615234
1993-05-10,26.041393280029297
1993-05-11,26.15127944946289
1993-05-12,26.114643096923828
1993-05-13,25.803333282470703
1993-05-14,25.784997940063477
1993-05-17,25.87656021118164
1993-05-18,25.858261108398438
1993-05-19,26.38934326171875
1993-05-20,26.462600708007812
1993-05-21,26.224517822265625
1993-05-24,26.334415435791016
1993-05-25,26.38934326171875
1993-05-26,26.7189884185791
1993-05-27,26.627418518066406
1993-05-28,26.499221801757812
1993-06-01,26.755619049072266
1993-06-02,26.7189884185791
1993-06-03,26.627418518066406
1993-06-04,26.535846710205078
1993-06-07,26.444284439086914
1993-06-08,26.206207275390625
1993-06-09,26.29777717590332
1993-06-10,26.316078186035156
1993-06-11,26.425968170166016
1993-06-14,26.38934326171875
1993-06-15,26.334415435791016
1993-06-16,26.38934326171875
1993-06-17,26.480918884277344
1993-06-18,26.262836456298828
1993-06-21,26.318159103393555
1993-06-22,26.33660888671875
1993-06-23,26.096832275390625
1993-06-24,26.447277069091797
1993-06-25,26.428834915161133
1993-06-28,26.723926544189453
1993-06-29,26.594810485839844
1993-06-30,26.594810485839844
1993-07-01,26.521041870117188
1993-07-02,26.37351417541504
1993-07-06,26.096832275390625
1993-07-07,26.170625686645508
1993-07-08,26.465715408325195
1993-07-09,26.539474487304688
1993-07-12,26.521041870117188
1993-07-13,26.50257682800293
1993-07-14,26.594810485839844
1993-07-15,26.484148025512695
1993-07-16,26.410385131835938
1993-07-19,26.39195442199707
1993-07-20,26.465715408325195
1993-07-21,26.447277069091797
1993-07-22,26.262836456298828
1993-07-23,26.39195442199707
1993-07-26,26.539474487304688
1993-07-27,26.521041870117188
1993-07-28,26.465715408325195
1993-07-29,26.613245010375977
1993-07-30,26.465715408325195
1993-08-02,26.539474487304688
1993-08-03,26.55792236328125
1993-08-04,26.55792236328125
1993-08-05,26.50257682800293
1993-08-06,26.539474487304688
1993-08-09,26.687030792236328
1993-08-10,26.6685848236084
1993-08-11,26.6685848236084
1993-08-12,26.594810485839844
1993-08-13,26.631710052490234
1993-08-16,26.779239654541016
1993-08-17,26.87146759033203
1993-08-18,27.019001007080078
1993-08-19,27.019001007080078
1993-08-20,27.037450790405273
1993-08-23,26.98210906982422
1993-08-24,27.277198791503906
1993-08-25,27.295644760131836
1993-08-26,27.314085006713867
1993-08-27,27.295644760131836
1993-08-30,27.40630531311035
1993-08-31,27.48007583618164
1993-09-01,27.443187713623047
1993-09-02,27.350975036621094
1993-09-03,27.36941909790039
1993-09-07,27.185007095336914
1993-09-08,27.092771530151367
1993-09-09,27.14810562133789
1993-09-10,27.387861251831055
1993-09-13,27.40630531311035
1993-09-14,27.295644760131836
1993-09-15,27.36941909790039
1993-09-16,27.25875473022461
1993-09-17,27.205894470214844
1993-09-20,26.98320960998535
1993-09-21,26.89044189453125
1993-09-22,27.113113403320312
1993-09-23,27.261587142944336
1993-09-24,27.187355041503906
1993-09-27,27.484285354614258
1993-09-28,27.428604125976562
1993-09-29,27.335811614990234
1993-09-30,27.280134201049805
1993-10-01,27.4100399017334
1993-10-04,27.447158813476562
1993-10-05,27.4100399017334
1993-10-06,27.391489028930664
1993-10-07,27.317251205444336
1993-10-08,27.354379653930664
1993-10-11,27.4100399017334
1993-10-12,27.447158813476562
1993-10-13,27.447158813476562
1993-10-14,27.799766540527344
1993-10-15,27.948217391967773
1993-10-18,27.873994827270508
1993-10-19,27.669864654541016
1993-10-20,27.706968307495117
1993-10-21,27.669864654541016
1993-10-22,27.539962768554688
1993-10-25,27.614187240600586
1993-10-26,27.595617294311523
1993-10-27,27.614187240600586
1993-10-28,27.818321228027344
1993-10-29,27.818321228027344
1993-11-01,27.892547607421875
1993-11-02,27.873994827270508
1993-11-03,27.521404266357422
1993-11-04,27.224475860595703
1993-11-05,27.354379653930664
1993-11-08,27.391489028930664
1993-11-09,27.4100399017334
1993-11-10,27.614187240600586
1993-11-11,27.539962768554688
1993-11-12,27.669864654541016
1993-11-15,27.651288986206055
1993-11-16,27.781208038330078
1993-11-17,27.632741928100586
1993-11-18,27.558513641357422
1993-11-19,27.502838134765625
1993-11-22,27.335811614990234
1993-11-23,27.484285354614258
1993-11-24,27.595617294311523
1993-11-26,27.614187240600586
1993-11-29,27.502838134765625
1993-11-30,27.521404266357422
1993-12-01,27.558513641357422
1993-12-02,27.632741928100586
1993-12-03,27.744096755981445
1993-12-06,27.836868286132812
1993-12-07,27.818321228027344
1993-12-08,27.818321228027344
1993-12-09,27.72553825378418
1993-12-10,27.669864654541016
1993-12-13,27.836868286132812
1993-12-14,27.632741928100586
1993-12-15,27.595617294311523
1993-12-16,27.688419342041016
1993-12-17,27.840578079223633
1993-12-20,27.87796401977539
1993-12-21,27.784521102905273
1993-12-22,27.971376419067383
1993-12-23,27.952695846557617
1993-12-27,28.102174758911133
1993-12-28,28.158218383789062
1993-12-29,28.120849609375
1993-12-30,28.008747100830078
1993-12-31,27.859277725219727
1994-01-03,27.784521102905273
1994-01-04,27.89664077758789
1994-01-05,27.952695846557617
1994-01-06,27.952695846557617
1994-01-07,28.120849609375
1994-01-10,28.45718765258789
1994-01-11,28.40113639831543
1994-01-12,28.307703018188477
1994-01-13,28.23297691345215
1994-01-14,28.345096588134766
1994-01-17,28.345096588134766
1994-01-18,28.3824462890625
1994-01-19,28.307703018188477
1994-01-20,28.3824462890625
1994-01-21,28.326385498046875
1994-01-24,28.21428680419922
1994-01-25,28.21428680419922
1994-01-26,28.289026260375977
1994-01-27,28.55060577392578
1994-01-28,28.62535858154297
1994-01-31,28.83087921142578
1994-02-01,28.6814022064209
1994-02-02,28.868261337280273
1994-02-03,28.73747444152832
1994-02-04,28.083478927612305
1994-02-07,28.21428680419922
1994-02-08,28.23297691345215
1994-02-09,28.345096588134766
1994-02-10,28.102174758911133
1994-02-11,28.195598602294922
1994-02-14,28.23297691345215
1994-02-15,28.3824462890625
1994-02-16,28.363780975341797
1994-02-17,28.195598602294922
1994-02-18,28.027433395385742
1994-02-22,28.307703018188477
1994-02-23,28.23297691345215
1994-02-24,27.859277725219727
1994-02-25,27.990068435668945
1994-02-28,27.990068435668945
1994-03-01,27.87796401977539
1994-03-02,27.91533660888672
1994-03-03,27.840578079223633
1994-03-04,27.91533660888672
1994-03-07,28.064809799194336
1994-03-08,27.952695846557617
1994-03-09,28.083478927612305
1994-03-10,27.859277725219727
1994-03-11,28.008747100830078
1994-03-14,28.046131134033203
1994-03-15,28.027433395385742
1994-03-16,28.251663208007812
1994-03-17,28.251663208007812
1994-03-18,28.245492935180664
1994-03-21,28.170310974121094
1994-03-22,28.245492935180664
1994-03-23,28.226699829101562
1994-03-24,27.888437271118164
1994-03-25,27.625324249267578
