,AAPL,ACN,ADBE,ADI,ADP,ADSK,AMAT,AMD,AMZN,APH,ATVI,AVGO,CDNS,CRM,CRWD,CSCO,CTSH,DDOG,EA,EBAY,FB,FIS,FISV,FTNT,GOOGL,GPN,HPQ,IBM,INTC,INTU,KEYS,KLAC,LRCX,MA,MCHP,MRVL,MSFT,MSI,MU,NFLX,NOW,NVDA,NXPI,ORCL,PANW,PAYX,PYPL,QCOM,SHOP,SNAP,SNOW,SNPS,SQ,TEL,TWLO,TXN,V,WDAY,XLNX,ZM
,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-19 00:00:00-04:00,148.78,349.84,636.37,176.67,214.07,296.8,134.63,116.32,3444.47,77.84,77.19,510.17,158.9,292.42,282.4,55.74,79.83,158.15,136.77,74.73,340.05,124.08,111.31,332.26,2865.08,161.0,28.87,141.99,55.21,572.89,174.75,332.23,570.83,362.25,74.91,67.87,308.26,245.17,67.58,639.46,680.25,222.94,197.05,97.07,512.42,121.82,271.7,132.52,1485.74,76.455,339.67,311.14,254.3892,146.99,365.03,198.15,233.62,277.27,170.23,276.46
2021-10-20 00:00:00-04:00,149.35,345.86,632.54,176.98,213.06,298.73,134.04,116.42,3414.83,78.37,78.08,509.51,160.04,290.08,283.28,56.21,79.18,158.85,139.22,75.98,340.95,124.64,110.13,333.73,2837.21,161.35,28.6,141.72,55.41,570.89,174.18,331.32,566.62,356.76,74.88,67.23,307.49,246.56,68.27,625.37,681.37,221.08,197.54,96.65,511.71,121.94,258.33,132.26,1488.22,75.6738,334.14,315.51,255.26,147.14,366.61,199.48,231.52,277.26,170.49,275.86
2021-10-21 00:00:00-04:00,149.46,347.14,638.95,178.8,214.68,305.77,133.35,119.3374,3435.01,79.49,78.71,513.93,165.46,289.77,284.07,55.68,79.07,160.75,140.63,76.22,341.97,124.44,110.16,334.34,2837.24,160.0,30.575,128.31,56.0097,578.45,176.46,335.87,555.2,356.07,76.0,67.07,310.75,248.3,68.64,653.17,686.34,226.86,201.4,96.29,507.81,122.4,243.0,133.08,1496.68,75.13,342.04,321.02,265.02,148.62,369.23,201.3,230.23,281.1,173.82,274.78
2021-10-22 00:00:00-04:00,148.69,353.84,643.74,178.39,217.75,308.57,135.94,119.83,3335.52,79.29,79.29,515.31,166.76,292.56,283.18,55.11,79.025,162.31,141.07,80.58,324.68,125.05,110.24,335.29,2751.16,158.0,30.48,127.9,49.46,590.66,176.27,343.24,556.74,358.75,75.21,66.29,309.14,249.54,67.51,664.8,686.51,227.23,199.93,98.25,504.09,123.78,240.39,131.62,1427.2,55.13,339.61,320.82,252.98,147.6,358.04,199.07,231.25,280.86,172.44,277.46
2021-10-25 00:00:00-04:00,148.65,356.52,647.21,180.52,218.01,311.79,135.75,122.36,3322.4,79.15,81.25,521.89,167.45,293.91,279.91,55.16,78.96,161.64,142.25,80.56,329.03,122.46,111.1,331.59,2750.98,157.8,30.64,127.685,49.41,602.87,177.69,343.23,551.97,360.98,75.86,67.7,308.3,245.88,68.77,671.97,689.5,231.6673,200.29,97.91,497.31,123.17,246.88,131.98,1425.61,54.475,341.32,323.84,262.06,147.8,358.04,200.2,234.14,282.35,175.43,279.71
2021-10-26 00:00:00-04:00,149.26,356.34,642.5,179.86,219.0,312.74,131.97,122.97,3375.89,78.75,80.77,534.13,172.93,295.1,287.11,55.81,78.73,163.89,142.49,78.49,315.8,122.4,109.91,322.2,2785.93,155.96,30.13,127.155,48.27,608.63,177.76,342.13,548.93,357.19,73.78,67.73,309.71,245.79,68.94,668.52,677.08,247.17,196.14,96.98,486.5,123.55,242.97,131.98,1363.74,55.36,342.23,327.86,263.39,146.89,353.92,196.89,231.63,282.76,171.66,278.92
2021-10-27 00:00:00-04:00,148.85,354.05,640.34,170.47,222.14,308.62,132.13,122.27,3393.325,75.76,78.65,523.04,165.09,295.15,279.01,56.18,77.74,157.14,140.37,77.66,312.22,114.2,98.8505,320.28,2924.35,144.15,29.7,125.16,47.89,613.13,176.94,340.5,553.76,335.72,72.37,67.71,323.14,250.03,68.26,662.92,665.0,244.51,192.37,96.04,492.86,122.5,234.92,131.22,1361.55,52.0301,346.71,318.97,253.02,142.85,345.57,187.1,215.77,283.19,180.92,272.99
2021-10-28 00:00:00-04:00,152.4766,356.32,639.28,172.48,222.93,317.04,136.02,121.16,3444.5,76.61,78.89,529.62,169.0,298.42,281.17,56.25,77.36,161.09,140.21,72.43,316.82,111.9,98.53,327.38,2916.98,142.84,30.46,125.83,48.09,615.41,179.4,355.33,565.95,333.15,74.44,68.48,324.32,248.02,69.57,674.05,687.56,249.43,199.93,96.24,498.1,123.36,236.82,133.68,1456.8201,54.35,347.92,327.01,261.33,145.28,284.85,187.83,209.91,286.72,180.97,276.58
2021-10-29 00:00:00-04:00,149.8,358.88,650.34,173.48,224.48,317.57,136.65,120.23,3372.43,76.79,78.19,531.78,173.09,299.79,281.8,55.97,78.09,167.06,140.26,76.73,323.58,110.73,98.49,336.38,2960.35,142.99,30.33,125.12,49.0,625.79,180.02,372.87,563.9,335.52,74.09,68.5,331.64,248.48,69.1,690.5,697.79,255.68,200.7,95.95,509.26,123.26,232.54,133.03,1468.16,52.57,353.71,333.2,254.51,145.99,291.36,187.48,211.81,289.98,180.01,274.65
2021-11-01 00:00:00-04:00,148.99,355.3,640.44,175.07,222.13,315.08,139.52,125.26,3317.99,76.96,79.33,528.14,173.84,302.7,269.17,56.1,78.04,165.2,141.73,76.3,330.02,114.0,102.01,324.27,2869.94,145.9,31.25,126.28,49.56,608.88,180.98,380.36,572.35,334.03,76.9,68.97,329.38,244.9,70.71,681.17,682.22,258.29,205.49,94.41,508.63,121.61,231.33,134.84,1527.61,53.96,357.775,329.83,255.06,151.11,300.64,187.54,212.46,288.08,185.67,278.7
2021-11-02 00:00:00-04:00,150.0,361.5,640.55,178.01,225.2,314.87,141.22,127.615,3313.17,77.85,77.69,537.31,175.55,302.95,268.11,57.62,78.64,164.98,140.2,74.9,328.2,109.18,99.38,328.46,2908.29,132.35,31.02,126.19,49.88,618.48,184.72,388.75,574.23,328.56,78.8,69.91,333.26,251.51,70.76,677.72,686.7,264.04,206.73,95.87,508.07,123.44,229.46,135.24,1476.54,52.19,359.79,333.19,249.01,152.06,300.07,189.35,209.14,291.28,188.91,280.5
2021-11-03 00:00:00-04:00,151.49,362.1,655.4,178.8,225.82,308.5962,142.76,130.55,3384.0,78.36,66.74,542.14,172.96,302.83,270.65,57.64,79.65,162.715,139.37,75.44,331.695,110.97,101.47,329.92,2931.95,134.83,31.25,127.16,50.39,622.72,183.47,393.68,581.4,329.45,79.77,69.23,333.98,252.68,71.25,688.38,687.19,265.97,215.64,96.16,498.97,123.43,230.38,138.48,1495.33,52.935,352.77,333.53,252.61,153.39,312.16,189.15,207.99,288.78,191.57,285.58
2021-11-04 00:00:00-04:00,150.96,366.85,674.37,180.71,226.2,318.9,150.14,137.51,3477.04,79.13,68.23,548.79,179.56,308.18,279.62,57.13,79.55,166.94,142.44,76.28,335.98,111.8,101.99,338.39,2966.36,135.59,31.33,120.88,50.33,625.93,185.99,409.3,598.97,335.51,82.99,71.58,336.46,251.42,72.24,668.4,701.75,298.03,219.36,95.63,493.74,123.75,228.23,156.18,1541.0,52.23,356.65,341.81,247.04,154.99,313.71,191.18,208.7814,290.29,198.14,282.29
2021-11-05 00:00:00-04:00,151.24,368.92,662.43,184.18,229.67,324.52,153.3,136.34,3516.64,81.44,67.82,558.94,177.91,307.25,273.43,57.07,79.9,185.54,139.55,75.56,341.13,113.74,100.36,341.54,2976.59,136.74,31.94,123.6,50.92,614.99,183.68,416.73,611.06,348.58,85.78,71.86,336.11,247.43,72.91,645.72,691.9,297.65,224.16,94.95,493.52,124.6,225.82,163.0326,1528.61,53.13,364.73,340.73,237.43,158.83,310.63,193.4,216.67,290.03,198.52,264.81
2021-11-08 00:00:00-05:00,150.45,367.01,666.4,184.46,227.51,329.1,152.96,150.17,3487.89,81.65,66.81,559.23,179.23,309.96,282.88,56.98,80.18,191.36,138.18,73.75,338.53,114.75,100.02,351.18,2980.1746,134.59,31.6,124.54,51.55,615.38,186.25,412.81,609.23,349.685,84.18,73.02,336.93,249.29,74.57,651.44,692.53,308.04,223.08,95.16,517.65,123.19,229.42,165.86,1534.12,54.905,370.87,343.01,236.72,157.95,313.005,192.34,220.54,292.71,208.02,259.87
2021-11-09 00:00:00-05:00,150.83,367.6,667.92,185.0,229.09,329.4,156.29,148.92,3577.65,82.29,67.11,557.8,182.39,309.77,293.18,57.46,80.54,196.56,139.81,73.96,335.4,115.47,99.63,349.06,2977.81,132.86,31.77,120.84,51.21,612.78,185.87,417.07,621.93,344.64,82.92,72.94,335.93,249.29,75.59,655.94,691.33,306.71,221.05,94.58,512.27,122.97,205.3814,166.74,1556.21,54.82,376.49,348.26,230.79,161.01,310.87,190.79,213.39,293.47,204.86,258.4
2021-11-10 00:00:00-05:00,147.92,364.76,647.31,180.77,229.6,320.53,150.36,139.85,3482.1067,82.29,66.66,548.77,177.48,299.7,281.475,57.76,80.66,188.76,139.27,73.22,327.65,118.39,100.25,333.4,2918.79,132.48,31.515,120.22,50.75,603.92,183.61,404.35,605.95,357.95,80.95,70.94,330.8298,247.12,73.4,646.91,670.91,294.4,214.21,93.85,498.95,123.12,204.64,159.78,1474.46,52.85,361.18,337.69,227.32,160.71,297.32,186.96,215.57,291.02,197.81,251.25
2021-11-11 00:00:00-05:00,147.88,366.19,643.17,183.15,228.61,325.31,153.9,145.98,3472.46,82.81,67.49,555.4,177.23,302.98,280.88,56.76,81.07,190.22,144.44,73.3,327.75,119.39,99.92,336.89,2915.4575,128.66,31.69,120.28,50.53,606.87,185.79,412.8,613.7,354.4832,83.5,73.47,332.46,247.89,74.55,657.41,679.35,303.91,218.95,94.04,507.4,123.4,202.03,164.42,1490.95,53.27,369.18,340.49,226.52,163.21,298.02,188.56,210.41,295.21,208.83,247.605
2021-11-12 00:00:00-05:00,149.99,371.26,657.6,184.74,230.93,329.43,156.82,147.89,3525.97,84.02,69.69,563.22,181.43,306.63,284.3,56.82,81.98,193.03,145.44,73.9,340.9,116.86,100.8,342.17,2974.24,131.61,31.82,118.94,50.33,627.27,186.63,413.29,624.45,363.55,83.37,73.47,336.73,251.43,77.305,682.63,691.34,303.9,217.74,93.55,515.06,124.58,208.26,164.93,1669.52,53.6999,386.76,347.01,227.25,164.27,304.21,190.04,212.1,296.41,214.0,255.02
2021-11-15 00:00:00-05:00,150.0,368.68,660.03,185.13,233.2,326.4,156.34,146.46,3545.69,84.98,70.4425,565.95,182.42,305.63,254.2,57.28,81.96,191.0,141.26,74.23,347.61,115.66,101.83,335.369,2969.55,131.71,31.35,118.86,50.33,626.27,188.2,413.25,630.51,361.45,83.23,72.93,336.08,251.16,76.79,679.51,682.14,300.24,215.79,94.03,518.54,124.48,212.57,168.52,1656.3,55.52,393.33,345.94,233.14,164.24,304.59,189.31,212.32,295.6,215.27,263.71
2021-11-16 00:00:00-05:00,151.0,371.22,670.79,187.67,235.25,333.71,157.82,152.45,3540.7,85.06,66.14,568.77,187.02,307.19,262.51,57.02,81.74,193.35,139.58,75.89,342.93,115.11,102.06,341.01,2957.52,129.34,31.21,118.49,50.61,645.41,192.83,423.2,634.26,369.68,84.26,73.82,339.58,254.11,76.81,687.5,692.54,301.865,219.22,95.64,525.5,125.06,215.67,181.8,1673.96,55.11,401.81,353.46,238.44,164.92,310.78,188.56,215.29,299.81,219.08,264.48
2021-11-17 00:00:00-05:00,153.65,372.78,670.69,187.04,236.95,330.75,155.98,151.34,3548.86,84.91,64.19,569.63,187.77,308.03,269.78,56.81,80.99,190.05,138.14,73.4,340.81,110.44,100.89,341.37,2960.93,125.5,30.94,118.06,50.23,635.27,194.38,419.85,630.63,359.19,82.8,73.69,339.15,252.14,75.48,691.69,684.93,292.57,217.799,95.34,513.87,125.85,206.33,183.6,1637.49,54.58,397.58,354.01,231.86,166.06,302.79,189.63,205.04,301.06,216.14,263.76
2021-11-18 00:00:00-05:00,157.89,370.8,670.95,188.1,237.95,322.21,158.74,155.02,3696.07,84.77,62.68,574.82,186.05,302.98,264.62,53.64,81.06,190.8,137.33,74.71,338.69,109.01,101.26,343.7,2997.49,126.86,31.42,116.71,49.68,630.85,194.29,423.24,635.63,348.37,83.31,75.2,341.27,257.21,77.02,681.99,675.84,316.61,220.58,94.67,520.22,125.53,200.5,186.5,1683.18,53.44,397.45,352.09,230.35,164.24,291.07,193.51,203.32,298.76,220.58,255.75
2021-11-19 00:00:00-05:00,160.56,369.7,688.36,188.82,237.87,322.35,150.03,155.44,3676.82,85.13,62.37,568.7396,188.13,301.13,257.56,53.24,81.99,192.69,132.35,74.64,345.31,109.94,100.08,342.5,2978.255,125.91,31.45,116.02,49.53,692.59,194.58,422.08,644.5,339.72,82.67,74.595,343.04,253.11,83.0322,678.79,675.97,330.0,221.27,93.98,530.49,125.0,193.61,184.99,1689.64,51.31,392.32,358.18,225.07,165.22,285.0,195.16,200.93,286.92,220.85,251.32
2021-11-22 00:00:00-05:00,161.08,363.34,673.72,185.85,236.83,310.55,147.55,152.49,3572.83,84.26,62.2,553.23,184.51,296.85,239.6,54.59,81.4,180.75,126.21,73.57,341.02,107.9,95.72,330.88,2926.15,123.53,31.94,116.47,49.82,661.63,192.09,407.91,647.09,321.25,82.68,72.75,339.89,255.63,83.87,659.11,656.27,319.14,221.86,94.62,540.66,124.39,189.48,181.47,1595.96,49.25,355.95,348.0,211.27,162.56,279.65,192.42,195.61,274.62,220.52,241.93
2021-11-23 00:00:00-05:00,161.42,360.72,665.77,182.46,236.04,303.76,148.92,149.95,3580.56,84.8,61.7404,555.13,181.44,291.41,230.56,55.3,80.77,179.43,128.42,71.64,337.26,108.7,96.11,327.42,2916.23,125.04,32.2,116.8,49.11,670.73,195.28,412.01,661.43,328.8,83.36,73.22,337.75,257.11,85.41,654.0,636.9,317.32,219.3,92.94,533.3754,125.47,188.05,180.98,1573.06,50.66,343.81,344.7,210.57,160.78,275.25,192.64,198.48,274.31,220.25,206.57
2021-11-24 00:00:00-05:00,161.94,362.54,668.48,182.47,234.34,256.7,149.04,157.78,3579.08,84.32,60.9,558.84,183.46,289.25,230.94,55.55,80.76,180.34,126.64,72.67,341.01,109.9,99.33,333.38,2922.42,124.62,35.44,116.75,49.77,684.17,199.64,413.1,660.79,340.0,83.89,73.86,337.9,261.3,86.23,658.19,649.31,326.73,220.96,93.59,549.73,125.06,188.66,180.67,1630.35,49.68,355.36,349.36,215.6499,160.35,283.67,193.6,203.23,278.0,230.13,208.35
2021-11-26 00:00:00-05:00,156.88,353.74,662.53,178.13,229.62,254.18,143.27,154.89,3505.39,81.64,60.61,546.64,178.34,284.35,232.64,54.7,78.48,181.15,126.0,72.54,333.47,108.01,98.32,327.39,2844.62,122.981,34.58,115.87,48.82,667.1,191.38,399.14,641.98,324.66,80.1,72.07,329.79,253.59,83.43,665.6,650.57,315.205,212.45,92.42,534.23,122.44,187.79,175.79,1578.36,49.8,362.36,342.25,212.24,156.02,290.77,188.23,197.65,277.57,223.95,220.23
2021-11-29 00:00:00-05:00,160.23,365.62,687.49,183.2,235.95,261.15,151.22,161.9,3560.68,82.89,60.31,564.05,186.69,296.66,224.51,55.75,79.72,182.99,124.88,70.53,338.02,105.39,97.47,343.1,2910.41,120.26,35.92,118.4999,50.0,694.65,197.64,413.63,680.54,322.62,84.38,75.04,336.55,259.49,86.14,663.68,672.5,333.76,223.94,92.96,551.47,123.71,187.16,183.73,1565.51,48.83,364.89,355.87,212.81,159.26,293.01,194.38,196.29,281.59,232.95,218.98
2021-11-30 00:00:00-05:00,165.43,357.44,668.48,180.15,231.17,254.1,147.19,158.5301,3507.52,80.54,58.57,553.48,177.33,285.39,216.79,54.87,78.01,178.79,124.17,67.52,324.19,104.52,96.68,331.98,2837.95,119.14,35.26,117.14,49.19,652.34,194.48,407.89,679.85,314.91,83.43,71.09,330.58,253.13,83.96,641.77,647.51,327.1,223.35,90.74,546.67,119.2,184.89,180.57,1520.04,47.66,339.79,341.0,208.38,153.89,286.15,192.29,193.8,274.19,228.0,211.41
2021-12-01 00:00:00-05:00,164.67,360.14,656.45,180.81,226.86,249.52,151.68,149.0001,3443.7,79.97,57.28,554.53,175.19,251.4978,201.5,55.0,76.85,164.28,120.25,66.81,310.57,102.34,95.58,305.25,2818.57,117.86,36.46,116.92,48.59,664.02,193.65,412.16,693.53,306.19,84.42,70.83,329.98,245.75,85.12,617.76,599.36,313.97,223.06,89.7,528.16,117.829,179.21,175.63,1460.31,47.25,310.5599,334.1,194.53,152.68,259.53,191.76,190.11,260.91,219.13,197.8
2021-12-02 00:00:00-05:00,163.79,365.6,671.92,180.65,232.45,257.65,146.49,150.68,3437.36,81.47,57.28,552.45,184.68,261.5,209.35,56.16,79.43,169.46,122.68,67.52,310.38,105.72,99.83,313.08,2858.32,121.8,37.66,116.9,49.52,671.75,198.48,402.51,661.58,320.345,84.24,71.02,329.49,252.54,82.88,615.78,623.46,321.11,222.72,90.0,535.47,120.65,187.2,177.03,1446.18,47.85,360.05,349.73,192.2,157.63,267.115,193.6,198.3,266.66,218.765,191.57
2021-12-03 00:00:00-05:00,161.85,361.42,616.62,180.89,230.06,259.16,145.9,144.03,3390.26,81.66,57.36,558.47,177.94,258.31,197.15,56.24,78.52,164.19,125.28,67.04,306.82,103.31,100.51,302.82,2840.04,120.23,37.55,118.81,49.28,648.39,199.3,400.785,661.75,322.12,85.31,83.59,323.15,248.12,81.65,602.35,613.12,307.06,227.15,88.25,520.87,119.86,183.93,176.534,1410.98,46.78,345.32,344.79,181.19,155.99,247.99,193.411,196.22,267.26,217.07,183.92
2021-12-06 00:00:00-05:00,165.29,362.48,621.64,181.03,232.14,265.48,147.37,138.99,3427.98,82.75,58.075,564.76,177.2,258.8,194.59,56.97,80.71,161.42,126.25,66.05,317.87,107.01,103.11,292.01,2862.75,127.03,36.9308,119.95,50.99,645.34,195.16,399.57,667.18,333.51,83.94,85.43,326.47,250.68,82.44,612.59,616.16,300.33,224.28,88.94,500.81,121.91,184.81,175.42,1429.0219,47.91,341.36,345.34,179.53,157.73,251.18,194.65,202.74,269.09,213.26,185.84
2021-12-07 00:00:00-05:00,171.21,371.34,650.49,186.67,235.19,276.81,156.92,144.88,3523.83,83.86,58.81,590.8,182.83,267.09,204.32,58.08,81.49,177.165,126.15,67.23,322.93,106.94,103.18,317.34,2945.79,129.78,37.29,121.61,52.57,673.78,202.43,419.36,706.46,339.52,88.93,91.61,334.93,254.98,85.84,625.58,663.38,324.49,239.0,90.05,523.42,123.11,191.1,183.83,1522.464,50.4001,363.21,356.4,189.52,159.28,265.21,199.03,207.44,280.35,224.05,189.09
2021-12-08 00:00:00-05:00,175.01,374.53,653.39,186.27,234.41,276.31,157.3,145.24,3521.58,83.54,59.27,588.86,184.2,266.25,209.18,57.02,81.21,183.16,126.38,67.155,330.51,108.34,103.95,322.54,2963.83,130.12,36.715,122.99,51.76,673.06,202.1,421.28,713.83,342.34,87.34,91.29,334.96,253.68,86.02,627.94,665.45,318.26,228.08,88.94,530.32,123.04,197.37,182.68,1521.0,53.43,370.25,364.59,194.71,158.87,274.91,196.36,209.2,282.31,224.65,195.13
2021-12-09 00:00:00-05:00,174.62,371.47,632.69,183.655,232.68,267.66,152.64,138.08,3483.15,83.135,59.07,583.48,179.62,264.23,201.23,57.56,80.99,175.22,125.0,66.59,329.82,105.0,103.53,316.42,2952.77,127.45,36.15,123.58,50.48,665.49,200.58,409.18,699.31,344.43,86.63,90.03,333.08,259.28,84.93,610.99,642.18,304.79,225.09,88.74,527.52,122.25,191.75,182.27,1495.2898,52.36,361.37,354.41,186.62,157.21,268.3,193.39,211.36,279.35,215.02,188.26
2021-12-10 00:00:00-05:00,179.5,379.36,654.76,183.46,236.72,268.99,152.79,138.55,3444.99,84.27,58.6,632.09,184.23,265.97,198.62,59.25,82.11,174.65,125.63,66.88,329.73,104.46,103.19,332.63,2959.97,125.81,36.43,124.1,50.59,678.02,201.89,410.72,706.0,349.91,87.16,89.08,342.23,264.95,85.54,611.67,647.26,302.02,226.42,102.63,531.95,124.25,188.47,183.93,1460.06,50.82,370.84,362.36,181.19,160.36,264.43,196.01,213.38,279.71,217.27,185.25
2021-12-13 00:00:00-05:00,175.825,378.88,660.54,178.5,235.0,269.04,147.04,133.74,3391.22,83.77,58.745,623.79,184.52,265.83,198.74,58.615,82.19,172.03,126.82,66.735,334.54,104.76,104.37,332.29,2920.64,127.0,35.265,122.6801,50.0,670.69,204.07,400.83,686.92,345.48,85.21,87.35,339.44,264.58,84.43,604.56,658.215,281.5,222.39,100.89,537.8175,124.4,186.97,183.32,1398.0,48.12,354.885,363.37,175.71,158.575,260.19,194.37,211.1,281.66,209.7,184.83
2021-12-14 00:00:00-05:00,174.34,369.78,614.88,176.28,229.72,263.23,147.75,135.61,3381.84,82.48,59.53,614.98,176.18,255.65,198.71,57.77,81.89,161.0,126.95,65.85,333.79,106.84,104.23,316.08,2878.12,128.29,35.6,123.78,49.74,639.48,198.07,399.7,679.35,340.47,84.92,85.3,328.48,259.54,83.33,598.29,624.37,283.42,219.97,99.9,512.48,122.48,186.8,182.01,1354.64,46.85,350.71,345.95,170.65,157.07,255.71,190.38,209.99,273.3,209.84,181.89
2021-12-15 00:00:00-05:00,179.3,375.34,630.6,179.43,233.91,271.73,153.66,146.53,3466.93,84.36,60.26,639.86,184.28,259.82,210.74,59.96,82.91,170.9075,128.9,65.6,341.65,106.82,103.66,336.45,2929.55,128.09,36.26,123.11,50.67,647.57,203.93,410.01,697.94,346.34,88.0,88.42,334.66,262.57,85.67,604.87,646.99,304.82,229.13,103.63,540.1025,125.31,190.67,189.41,1366.26,46.42,359.99,361.31,173.8,160.72,261.46,193.44,212.25,279.27,217.89,183.72
2021-12-16 00:00:00-05:00,172.25,399.95,565.94,172.52,231.85,269.61,146.69,138.64,3375.94,83.54,61.48,620.64,179.62,253.28,200.4,60.31,84.7,164.06,129.34,64.04,334.88,108.45,104.82,322.99,2890.81,126.84,36.69,125.93,50.83,634.0,198.52,397.08,671.63,352.9,84.53,83.61,324.9,261.68,82.7,590.76,609.38,283.85,217.85,103.16,523.52,124.71,188.74,178.14,1326.82,44.63,324.89,352.9,165.85,160.04,260.82,188.31,214.31,272.31,199.77,182.35
2021-12-17 00:00:00-05:00,170.86,396.61,556.61,169.96,229.32,277.66,146.21,137.76,3400.34,82.48,61.36,635.05,178.98,252.96,205.1,60.52,84.78,170.06,127.45,64.0,334.05,108.01,103.64,334.17,2833.53,128.11,36.57,127.39,50.58,620.22,197.01,391.55,668.72,349.3,84.18,83.75,323.65,259.02,83.0,585.86,618.47,277.87,218.4578,96.61,531.07,123.85,186.1,176.79,1323.76,45.27,332.2,347.93,167.06,156.4,273.8,186.13,211.83,273.76,199.99,199.74
2021-12-20 00:00:00-05:00,169.88,385.91,549.96,168.35,229.4,275.38,145.04,135.84,3341.96,81.17,61.82,645.23,177.39,247.32,206.3,60.36,82.92,164.39,129.97,63.79,325.62,104.69,100.57,330.91,2832.34,123.66,36.14,127.06,49.6,605.1,194.24,385.38,661.21,337.29,82.61,84.16,320.17,255.9,82.07,593.96,605.59,277.16,217.75,91.66,530.34,123.79,182.73,176.74,1283.1227,44.4,331.04,346.46,158.3,153.08,268.56,184.24,208.73,269.7,196.26,197.97
2021-12-21 00:00:00-05:00,172.98,392.97,557.51,172.08,231.89,280.34,151.41,144.2698,3407.74,83.05,63.59,646.2,182.93,252.48,210.3,61.04,85.21,177.49,132.17,63.7,334.25,109.92,105.2,339.19,2869.04,131.84,37.03,128.98,50.76,621.07,197.56,409.4,683.26,350.83,85.32,86.285,327.37,261.6,90.685,604.7,631.78,290.86,224.38,91.52,537.64,126.44,189.16,179.59,1371.21,46.12,354.81,359.29,170.4,156.79,277.12,186.36,215.46,278.79,206.44,199.39
2021-12-22 00:00:00-05:00,175.63,403.69,564.27,172.29,237.7,282.76,152.32,143.87,3421.08,83.99,64.1,655.34,186.59,252.8,207.61,61.54,85.91,179.71,131.49,63.94,330.52,110.0,106.19,348.46,2928.43,134.82,37.27,129.75,50.97,631.98,200.6,413.21,691.22,357.43,86.36,88.32,333.26,264.59,90.33,614.48,644.04,294.14,226.82,89.85,554.84,133.47,191.7,181.37,1385.635,46.77,358.72,364.83,167.4,156.75,268.96,186.95,217.95,278.07,215.17,193.13
2021-12-23 00:00:00-05:00,176.29,403.3,569.6,172.66,242.0,280.87,155.49,146.08,3419.77,85.06,65.16,664.47,187.43,253.15,211.56,62.25,86.28,180.42,132.54,64.88,335.16,109.05,105.52,349.03,2938.19,135.32,37.63,130.63,51.3,635.71,201.35,420.57,698.72,360.59,86.93,87.6794,334.49,262.9,94.39,614.095,648.57,296.38,227.35,89.7,562.12,134.23,191.98,182.74,1440.32,48.68,349.06,366.4,167.76,158.46,267.46,187.38,216.64,278.04,216.1,191.65
2021-12-27 00:00:00-05:00,180.33,415.28,577.75,175.42,246.3,284.29,162.72,154.35,3393.71,86.94,65.46,674.28,191.59,258.38,209.62,63.44,88.09,183.59,132.99,65.68,346.19,108.4,103.92,367.68,2957.07,133.59,38.12,131.63,51.94,652.93,207.88,440.16,723.51,360.43,89.35,90.85,342.45,269.04,94.425,613.1,663.48,309.5,232.77,89.5385,567.86,135.62,192.0,186.37,1400.01,48.65,352.09,375.6,168.48,162.79,262.34,191.87,217.6521,279.35,222.94,187.33
2021-12-28 00:00:00-05:00,179.39,415.27,569.56,174.42,246.19,282.79,159.64,153.19,3413.22,87.14,66.7,669.26,190.18,255.52,207.33,63.55,88.74,177.42,133.47,66.09,346.22,109.3,104.67,366.18,2935.19,135.2,37.95,132.65,51.77,650.05,206.96,432.12,715.96,360.72,88.02,87.93,341.25,269.7,92.95,610.91,654.22,303.22,231.02,88.67,564.42,135.84,190.2,184.89,1376.499,47.71,340.18,372.15,163.755,162.59,259.35,191.12,218.07,275.81,220.27,183.77
2021-12-29 00:00:00-05:00,179.38,415.33,569.28,175.45,247.96,282.57,160.98,148.2565,3383.01,87.94,67.16,672.21,189.88,254.55,206.84,63.97,89.58,179.55,133.12,66.46,342.89,109.28,104.27,367.03,2933.1,134.23,37.98,133.36,51.82,647.87,207.29,434.81,726.59,361.3,88.24,88.54,341.96,272.69,96.165,610.54,654.58,299.97,230.36,88.22,564.19,137.38,189.9406,186.18,1392.08,47.06,344.39,373.45,161.84,162.42,257.74,190.79,218.17,275.76,217.74,181.88
2021-12-30 00:00:00-05:00,178.25,413.95,570.18,174.78,245.53,281.71,157.95,145.09,3372.9,87.02,67.51,665.59,188.14,255.27,208.97,63.61,88.94,178.93,134.47,66.79,344.4,109.99,104.47,359.79,2924.03,136.31,37.75,133.92,51.75,643.38,206.8,427.45,718.33,361.04,87.08,87.44,339.32,271.01,93.88,612.09,654.54,295.88,228.6,88.02,561.71,136.45,191.88,182.84,1399.51,48.02,340.63,370.8106,165.29,160.6,265.32,189.48,217.93,276.49,213.89,190.5
