date,close,volume,open,high,low
10/23/2015,207.51,144442340,207.25,207.95,206.3
10/26/2015,207,69032965,207.3,207.37,206.56
10/27/2015,206.6,77905770,206.2,207,205.79
10/28/2015,208.95,135906725,207,208.98,206.21
10/29/2015,208.83,90525498,208.35,209.27,208.21
10/30/2015,207.93,131076942,209.06,209.44,207.74
11/2/2015,210.39,86270811,208.32,210.62,208.17
11/3/2015,211,95246052,209.97,211.66,209.7
11/4/2015,210.36,96224477,211.35,211.5,209.7200625
11/5/2015,210.15,78408744,210.43,210.98,209.09
11/6/2015,210.04,110471473,209.74,210.32,208.46
11/9/2015,208.08,131008660,209.31,209.49,206.95
11/10/2015,208.56,75874602,207.51,208.6,207.19
11/11/2015,207.74,67845971,208.88,208.94,207.66
11/12/2015,204.84,121315200,206.5,207.06,204.82
11/13/2015,202.54,153577050,204.35,204.67,202.435
11/16/2015,205.62,117645231,202.32,205.69,202.18
11/17/2015,205.47,121123744,205.99,207.04,204.88
11/18/2015,208.73,121342544,206.04,208.9,205.99
11/19/2015,208.55,88220465,208.59,209.05,208.2
11/20/2015,209.3108125,94011519,209.45,210.12,208.86
11/23/2015,209.07,64931172,209.38,209.98,208.52
11/24/2015,209.35,98874365,207.87,209.83,207.41
11/25/2015,209.32,51980062,209.5,209.74,209.01
11/27/2015,209.56,37317779,209.43,209.8,208.86
11/30/2015,208.69,112822700,209.75,209.89,208.56
12/1/2015,210.68,97858418,209.44,210.82,209.11
12/2/2015,208.529,108441259,210.615,211,208.23
12/3/2015,205.61,166224154,208.83,209.15,204.751125
12/4/2015,209.62,192913879,206.08,209.97,205.93
12/7/2015,208.35,102027111,209.23,209.7295,207.2
12/8/2015,206.949,103372367,206.49,208.289,205.78
12/9/2015,205.34,162401537,206.19,208.68,204.18
12/10/2015,205.87,116128884,205.42,207.43,205.14
12/11/2015,201.88,211173305,203.35,204.14,201.51
12/14/2015,202.9008125,182385177,202.07,203.05,199.95
12/15/2015,205.0308125,153067719,204.7,206.11,204.54
12/16/2015,208.03,197017008,206.365,208.39,204.8
12/17/2015,204.86,173092476,208.4,208.48,204.84
12/18/2015,200.0208125,251393535,202.77,202.93,199.83
12/21/2015,201.67,99094290,201.41,201.88,200.09
12/22/2015,203.5,111026246,202.715,203.85,201.55
12/23/2015,206.02,110987228,204.69,206.07,204.58
12/24/2015,205.68,48542150,205.72,206.33,205.42
12/28/2015,205.21,65899939,204.86,205.26,203.94
12/29/2015,207.4,92640672,206.51,207.79,206.47
12/30/2015,205.93,63317679,207.11,207.21,205.76
12/31/2015,203.87,114877859,205.13,205.89,203.87
1/4/2016,201.0191875,222353534,200.49,201.03,198.59
1/5/2016,201.36,110845849,201.4,201.9,200.05
1/6/2016,198.82,152112604,198.34,200.06,197.6
1/7/2016,194.05,213436073,195.33,197.44,193.59
1/8/2016,191.923,209817228,195.19,195.85,191.58
1/11/2016,192.11,187941323,193.01,193.41,189.82
1/12/2016,193.6608125,172330490,193.82,194.55,191.14
1/13/2016,188.83,221168886,194.45,194.86,188.38
1/14/2016,191.93,240795609,189.55,193.26,187.66
1/15/2016,187.81,324846447,186.77,188.76,185.52
1/19/2016,188.06,195244373,189.96,190.11,186.2
1/20/2016,185.65,286547839,185.03,187.495,181.02
1/21/2016,186.69,195772941,186.21,188.87,184.64
1/22/2016,190.52,168319598,189.78,190.76,188.88
1/25/2016,187.64,130371686,189.92,190.15,187.41
1/26/2016,190.2,141036757,188.42,190.53,188.02
1/27/2016,188.13,185681707,189.58,191.56,187.06
1/28/2016,189.11,143798780,189.96,190.2,187.16
1/29/2016,193.7208125,210529336,190.02,193.88,189.88
2/1/2016,193.65,136061564,192.53,194.58,191.84
2/2/2016,190.16,182564890,191.96,191.97,189.54
2/3/2016,191.3,205054934,191.41,191.78,187.1
2/4/2016,191.6,139531794,190.71,192.75,189.96
2/5/2016,187.95,180788308,190.99,191.669625,187.2
2/8/2016,185.42,191526694,185.77,186.12,182.8
2/9/2016,185.43,184513136,183.36,186.94,183.2
2/10/2016,185.27,148214057,186.41,188.34,185.12
2/11/2016,182.86,219058885,182.34,184.1,181.09
2/12/2016,186.63,127632393,184.96,186.65,183.96
2/16/2016,189.78,120250668,188.77,189.81,187.63
2/17/2016,192.88,136009496,191.16,193.32,191.01
2/18/2016,192.09,102342997,193.2,193.27,191.72
2/19/2016,192,114792988,191.17,192.18,190.45
2/22/2016,194.78,103640292,193.87,194.95,193.79
2/23/2016,192.32,111455289,194,194.32,192.18
2/24/2016,193.2,150812152,190.63,193.53,189.32
2/25/2016,195.54,110728317,193.73,195.55,192.83
2/26/2016,195.0891875,129833663,196.57,196.68,194.9
2/29/2016,193.56,125918102,195.11,196.23,193.33
3/1/2016,198.11,141799687,195.01,198.21,194.4541875
3/2/2016,199,102414960,197.74,199.06,197.25
3/3/2016,199.775,95172197,198.79,199.795,198.11
3/4/2016,200.43,129293601,200.01,201.35,199.03
3/7/2016,200.59,100218998,199.34,201.07,199.25
3/8/2016,198.4,123974866,199.32,199.92,198.21
3/9/2016,199.38,94801213,199.36,199.79,198.43
3/10/2016,199.54,156838697,199.96,201.07,197.38
3/11/2016,202.76,137964528,201.26,202.81,199.517875
3/14/2016,202.5,73611974,202.16,203.04,201.77
3/15/2016,202.17,93169090,201.36,202.5306875,201.05
3/16/2016,203.34,129303179,201.6,203.82,201.55
3/17/2016,204.63,134278505,203.24,205.23,202.77
3/18/2016,204.38,138372404,204.17,204.78,203.8
3/21/2016,204.67,72926659,204.07,204.94,203.8
3/22/2016,204.56,97471939,203.76,205.23,203.57
3/23/2016,203.2091875,81052455,204.11,204.33,203.01
3/24/2016,203.12,84360853,202,203.16,201.74
3/28/2016,203.24,62408185,203.61,203.86,202.705
3/29/2016,205.1208125,92922863,202.76,205.25,202.4
3/30/2016,206.02,86365310,206.3,206.87,205.59
3/31/2016,205.52,94584110,205.91,206.41,205.33
4/1/2016,206.92,114423478,204.35,207.14,203.98
4/4/2016,206.25,63496969,206.83,207.07,205.89
4/5/2016,204.1891875,99662158,204.67,206.2641875,203.89
4/6/2016,206.42,91839761,204.29,206.49,203.98
4/7/2016,203.95,113859037,205.14,205.56,203.09
4/8/2016,204.4991875,95040598,205.34,205.85,203.87
4/11/2016,204.020125,83757486,205.25,206.07,203.91
4/12/2016,205.92,115350567,204.22,206.25,203.7
4/13/2016,208.0008125,96336433,207,208.1,206.84
4/14/2016,208.01,65212883,208.07,208.6,207.6
4/15/2016,207.78,75761615,208.01,208.172125,207.4
4/18/2016,209.2391875,82530960,207.14,209.28,207
4/19/2016,209.9,88316060,209.74,210.2,208.94
4/20/2016,210.1,81100314,209.95,210.92,209.39
4/21/2016,208.97,85695041,210.12,210.25,208.65
4/22/2016,208.97,99251724,208.55,209.29,207.91
4/25/2016,208.61,66166494,208.26,208.66,207.54
4/26/2016,208.9191875,75864174,209.04,209.52,208.36
4/27/2016,209.35,77329437,208.47,209.81,208.05
4/28/2016,207.4475,97216169,208.46,209.76,206.96
4/29/2016,206.3308125,142424137,206.72,207.13,205.03
5/2/2016,207.97,62188015,206.92,208.18,206.41
5/3/2016,206.1591875,106422142,206.52,206.8,205.28
5/4/2016,205.01,92243810,204.99,205.85,204.42
5/5/2016,204.97,67619222,205.56,205.98,204.47
5/6/2016,205.72,89315004,204.06,205.77,203.88
5/9/2016,205.8891875,74374922,205.57,206.4,205.36
5/10/2016,208.45,77472207,206.72,208.5,206.64
5/11/2016,206.5,81726989,207.91,208.54,206.5
5/12/2016,206.56,89586308,207.29,207.489875,205.37
5/13/2016,204.76,96474630,206.21,206.86,204.38
5/16/2016,206.78,77486827,204.96,207.34,204.89
5/17/2016,204.8508125,114924940,206.46,206.8,204.23
5/18/2016,204.91,123493379,204.44,206.3,203.63
5/19/2016,204.2,115430507,204.06,204.54,202.78
5/20/2016,205.49,104990408,204.92,206.1,204.86
5/23/2016,205.21,58682576,205.51,205.84,204.985
5/24/2016,207.87,93537808,206.17,208.24,206.14
5/25/2016,209.28,79221525,208.67,209.77,207.869125
5/26/2016,209.34,55280699,209.44,209.71,208.97
5/27/2016,210.24,64211214,209.53,210.25,209.47
5/31/2016,209.84,109879380,210.56,210.69,209.18
6/1/2016,210.27,69936215,209.12,210.48,208.89
6/2/2016,210.91,63044749,209.8,210.93,209.239875
6/3/2016,210.28,101757126,210.25,210.69,208.86
6/6/2016,211.35,64887045,210.7,211.77,210.51
6/7/2016,211.68,60974761,211.525,212.34,211.5
6/8/2016,212.37,66170920,211.84,212.52,211.689875
6/9/2016,212.08,73786869,211.51,212.22,211.19
6/10/2016,210.07,113829158,210.46,210.86,209.43
6/13/2016,208.4491875,117751153,209.36,210.37,208.35
6/14/2016,208.04,125059286,208,208.74,206.9199375
6/15/2016,207.75,109124496,208.54,209.36,207.53
6/16/2016,208.37,149533065,206.73,208.57,205.59
6/17/2016,206.52,117055748,207.17,207.2,205.75
6/20/2016,207.85,82789603,208.82,209.61,207.75
6/21/2016,208.44,72461663,208.3,208.92,207.78
6/22/2016,208.1,95560471,208.65,209.5,207.93
6/23/2016,210.81,102731356,209.81,210.87,209.27
6/24/2016,203.13,333444397,203.63,210.8463125,202.72
6/27/2016,199.6,248988660,201.59,201.6,198.65
6/28/2016,203.1996875,159382399,201.48,203.23,201.12
6/29/2016,206.66,137328614,204.84,206.93,204.72
6/30/2016,209.475,165021948,207.21,209.54,206.56
7/1/2016,209.9208125,106055333,209.36,210.49,209.29
7/5/2016,208.41,109803713,208.95,209.08,207.71
7/6/2016,209.66,96021491,207.83,209.8,207.06
